정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),Unnamed: 54
장미아파트(19동)앞,37474,46,신흥교통입구 - 신흥교통입구,2023-01,일반인,1,0,1,1,1,6,44,6,31,10,21,29,17,18,27,23,15,20,12,35,26,25,16,29,40,53,20,40,15,56,9,35,5,30,3,22,2,29,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,46,신흥교통입구 - 신흥교통입구,2023-01,어린이,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,46,신흥교통입구 - 신흥교통입구,2023-01,청소년,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,2,5,1,3,1,0,1,1,2,6,0,1,2,4,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,46,신흥교통입구 - 신흥교통입구,2023-01,경로,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,46,신흥교통입구 - 신흥교통입구,2023-01,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,46,신흥교통입구 - 신흥교통입구,2023-01,국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,5,신명아파트.대우3차아파트 - 늘푸른벽산.서강2차,2023-01,일반인,0,0,3,0,6,3,12,5,18,28,8,19,13,16,18,25,10,10,12,10,7,19,15,13,35,26,12,35,12,55,8,31,1,23,3,16,2,10,3,4,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,5,신명아파트.대우3차아파트 - 늘푸른벽산.서강2차,2023-01,어린이,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,5,신명아파트.대우3차아파트 - 늘푸른벽산.서강2차,2023-01,청소년,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,2,1,1,6,3,0,4,7,0,12,0,3,3,3,0,3,4,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,
장미아파트(19동)앞,37474,5,신명아파트.대우3차아파트 - 늘푸른벽산.서강2차,2023-01,경로,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
