정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
인하대정문,37104,111-2,동춘동차고지 - 동춘동차고지,2023-08,일반인,0,0,1,18,3,25,29,76,25,204,16,149,26,169,38,120,47,143,54,146,63,120,92,111,148,142,147,197,88,205,56,140,88,128,74,116,75,124,20,34,0,0,0,0,0,0,0,0,
인하대정문,37104,111-2,동춘동차고지 - 동춘동차고지,2023-08,어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,111-2,동춘동차고지 - 동춘동차고지,2023-08,청소년,0,0,1,0,0,0,0,4,0,22,0,8,3,6,2,4,3,16,6,12,8,26,28,14,21,19,10,12,17,15,6,23,5,5,8,5,9,6,2,7,0,0,0,0,0,0,0,0,
인하대정문,37104,111-2,동춘동차고지 - 동춘동차고지,2023-08,경로,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,4,0,3,0,5,0,8,0,2,0,3,0,4,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,111-2,동춘동차고지 - 동춘동차고지,2023-08,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,111-2,동춘동차고지 - 동춘동차고지,2023-08,국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,1601,인하대후문 - 인하대정문,2023-08,일반인,0,0,0,0,0,0,0,22,0,20,0,10,0,28,0,27,0,31,0,28,0,8,0,17,0,26,0,14,0,22,0,29,0,26,0,26,1,51,0,61,0,66,0,135,0,120,0,0,
인하대정문,37104,1601,인하대후문 - 인하대정문,2023-08,어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,1601,인하대후문 - 인하대정문,2023-08,청소년,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,0,0,0,0,3,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,1,0,0,
인하대정문,37104,1601,인하대후문 - 인하대정문,2023-08,경로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
인하대정문,37104,1601,인하대후문 - 인하대정문,2023-08,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
인하대정문,37104,46,신흥교통입구 - 신흥교통입구,2023-08,일반인,0,0,1,15,6,38,14,49,30,114,9,68,12,75,8,67,18,61,15,72,14,74,29,58,27,84,23,103,13,78,14,50,9,49,13,55,14,56,0,18,0,0,0,0,0,0,0,0,
인하대정문,37104,46,신흥교통입구 - 신흥교통입구,2023-08,어린이,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,4,0,0,0,3,0,1,0,2,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,46,신흥교통입구 - 신흥교통입구,2023-08,청소년,0,0,0,0,0,2,0,7,0,12,0,4,2,3,3,6,1,3,0,18,2,9,2,25,2,15,2,20,1,14,0,15,0,11,1,7,0,3,1,6,0,0,0,0,0,0,0,0,
인하대정문,37104,46,신흥교통입구 - 신흥교통입구,2023-08,경로,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,46,신흥교통입구 - 신흥교통입구,2023-08,장애인,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대정문,37104,5,신명아파트.대우3차아파트 - 늘푸른벽산.서강2차,2023-08,일반인,0,0,5,8,8,22,7,42,7,85,8,57,25,80,17,38,34,58,15,67,13,62,31,47,49,66,32,94,30,93,24,62,16,38,9,52,13,52,7,33,0,0,0,0,0,0,0,0,
