정류장,count
주안역환승정류장,147
롯데백화점(인천터미널),92
주안역,85
인하대역(7번출구),63
동인천,62
남중학교,55
대동아파트,52
송내역남부,38
인하대역(1번출구),31
강남역서초현대타워앞,30
동인천역,29
홍대입구역,27
(구)시민회관사거리,27
제물포역,19
부평역,17
청능로사거리,16
나사렛국제병원앞,14
송도유원지(도로교통공단),13
문학경기장(야구장),13
인하대후문,13
백산아파트,12
현대3차아파트,11
용현시장,10
법원.검찰청,9
신포시장,8
정석항공과학고,8
인천향교.인천도호부청사,7
충정로역2호선,7
검암역(시내방면),7
신동아아파트5차,7
신기.남부종합시장(진흥사거리),6
토지금고시장,6
교대역,6
풍림아이원아파트,5
하나아파트,5
신동아아파트3차,5
용현고개,5
용현동농협,5
동아풍림아파트,4
학익시장앞,4
인명여자고등학교,4
인하대역4번출구,4
대림아파트,4
서울역,4
원흥아파트,4
문학초등학교,4
주안7동행정복지센터,4
호반써밋송도,4
남동세무서,3
교보생명,3
부천시청역3번출구.경기예고.현대백화점,3
송도풍림아이원2단지,3
선바위역,3
서창퍼스트뷰후문,3
시민의숲.양재꽃시장,3
신중동역6번출구.중흥중학교,3
서초역,3
대우푸르지오복합상가,3
윤성아파트(인항고교),2
가정(루원시티)역,2
송도풍림아이원4단지,2
이대역,2
미추홀구청입구,2
로얄아파트,2
운연동,2
송도파크레인동일하이빌,2
인천의료원,2
용현초등학교입구,2
부평시장,2
신동아3차아파트,2
구월아시아드6단지,2
도화오거리,2
주안3동행정복지센터,2
송도재래시장,2
인천시청후문,2
삼익.광명아파트,2
순복음교회,2
학산사거리,2
인하대정문,2
상동역8번출구세이브존,2
신촌오거리.현대백화점,2
약대사거리,2
동막역(1번출구),2
두산위브아파트,1
학익동성당앞,1
양재역,1
아주아파트.미추홀학교,1
래미안아파트파이낸셜뉴스,1
하늘휴게소,1
인천정보과학고등학교,1
학익고등학교,1
인천향교유림회관,1
송도컨벤시아,1
한국아파트,1
유원아파트,1
만수주공4단지,1
송도중학교,1
현광아파트후문,1
정광아파트(병무청),1
남동초등학교,1
현광아파트,1
합정역,1
주안사거리,1
학산소극장,1
루원이편한세상하늘채(125동),1
숭의로터리,1
숭의역(2번출구),1
송림4동행정복지센터,1
용현3동행정복지센터.보훈병원,1
롯데슈퍼,1
한국국토정보공사인천북부지사,1
주안1동행정복지센터,1
정부인천지방합동청사,1
인천소방본부,1
인하대병원,1
미송초등학교,1
송림고개(도화신동아아파트),1
숭의교회,1
길병원,1
정병원,1
구월2동행정복지센터,1
장천사거리,1
석바위,1
제물포역(동양빌딩),1
용현고가교,1
용정초등학교,1
수봉공원,1
금호2차아파트,1
신천연합병원,1
운연역,1
남인천세무서,1
신선초등학교앞,1
도림주공2단지,1
주안파크자이더플래티넘아파트,1
라이프아파트,1
삼영아파트,1
도림주공1단지,1
극동.금호아파트,1
서교동,1
힘찬병원,1
송도파크자이,1
