정류장,count
주안역환승정류장,63
용현초등학교입구,38
기점(미정차),38
용현시장,34
용일사거리,31
인하대역(7번출구),27
인하대후문,26
토지금고시장,24
신비마을아파트,24
두산위브아파트,23
배다리,21
인하대역(1번출구),21
주안7동행정복지센터,20
아주아파트.미추홀학교,19
원흥아파트,17
신동아아파트3차,17
용현고가교,15
금호2차아파트,15
송도파크레인동일하이빌,15
롯데백화점(인천터미널),14
신동아아파트5차,14
학익사거리(동아풍림아파트),14
인천향교유림회관,14
유원아파트,14
용현고개,13
백산아파트,13
풍림아이원아파트,13
문학경로당,13
신동아아파트(B),13
신명아파트.대우3차아파트,12
송내역남부,12
부평구청,11
벽산이삭아파트,11
동인천역,11
인천교통공사,11
학산사거리,10
학익시장앞,10
부원중학교,10
현광아파트후문,8
장미아파트,8
인천향교.인천도호부청사,8
남동중학교,8
남중학교,8
라이프아파트,8
송도파크자이,8
독배로317번길(삼거리),7
미송초등학교,7
루원이편한세상하늘채(125동),7
계룡리슈빌,7
송도유원지(도로교통공단),7
루원이편한세상하늘채(112동),7
신기.남부종합시장(진흥사거리),6
풍림1차아파트,6
한국아파트,6
부천시청역1번출구,6
신동아아파트8차,6
도림아이파크아파트,6
윤성아파트(인항고교),6
힘찬병원,6
정석항공과학고,6
SK주유소앞,5
(구)시민회관사거리,5
금호타운,5
현광아파트,5
한라아파트,5
항운아파트,5
무지개아파트(동남아파트),5
수봉마을쉼터,5
용정초등학교,5
토지금고시장앞,5
장천사거리,5
인천대학교공과대학,4
중구문화회관,4
CJ인천2공장,4
대림아파트,4
숭의역(1번출구),4
인하대정문,4
엑슬루타워,4
인천기계공고,4
우진아파트,4
석바위,4
학산소극장,4
부천시청역3번출구.경기예고.현대백화점,4
신동아3차아파트,4
금호아파트,4
문학초등학교,3
항동7가버스차고지,3
신창아파트,3
학익고등학교,3
주안사거리,3
백운역,3
백운프라자,3
굴포천역(부평농협),3
신중동역6번출구.중흥중학교,3
시민공원,3
동춘동종점,3
약대사거리,3
석락아파트,3
로얄아파트,3
서창퍼스트뷰후문,3
은행초등학교,3
학익시장,3
수봉공원,3
부평역,3
석암초등학교,3
건설기술교육원,3
만수주공4단지,3
새안의원,2
교보생명,2
삼영아파트,2
힐스테이트푸르지오주안,2
석암초등학교앞,2
쌍용아파트,2
모래내시장역(1번출구),2
연학초등학교,2
학익시장(법원검찰청),2
남동세무서,2
구월2동행정복지센터,2
신동아1.2차아파트,2
정병원,2
주안3동행정복지센터,2
독정이고개,2
SKLPG충전사업소,2
월곶동주민센터.월곶포구,2
신선초등학교앞,2
논현14단지등대마을휴먼시아아파트,2
인수초등학교,2
굴다리오거리,2
상동역1번출구.부천터미널소풍.홈플러스,2
두산아파트,2
인명여자고등학교,2
구월아시아드은빛호수공원,2
문학정보고입구,2
재흥시장,1
부평구청역,1
대동아파트,1
올리브백화점,1
서교동,1
동춘동차고지,1
길병원사거리,1
가좌홈플러스(쌍마아파트),1
신동아아파트4차,1
인하대병원,1
신흥교통,1
풍림3차아파트,1
현광아파트(호산부인과),1
루에블리아파트,1
현대3차아파트,1
학익2동행정복지센터,1
굴다리입구,1
숭덕여중고입구,1
여성의광장,1
송도풍림아이원2단지,1
아암물류단지,1
SK스카이뷰104동,1
동인천,1
태화두진아파트,1
동아풍림아파트,1
주안역,1
주안파크자이더플래티넘아파트,1
영남아파트,1
신선초등학교,1
하나아파트,1
남광로얄아파트,1
굴포천역(롯데마트),1
진흥아파트,1
부평시장,1
작은구월사거리,1
남동초등학교,1
미추홀도서관.인천신월초등학교,1
학익동성당앞,1
구월도매전통시장,1
순복음교회,1
정광아파트(병무청),1
도림주공1단지,1
인천가정법원.인천지방법원등기국,1
인천미래생활고등학교,1
서울역,1
옹진군청,1
인천시청후문,1
법원.검찰청,1
