정류장,count
주안역환승정류장,96
신기.남부종합시장(진흥사거리),64
인하대역(7번출구),59
토지금고시장,55
원흥아파트,39
풍림아이원아파트,32
용일사거리,24
남중학교,23
수봉마을쉼터,23
주안7동행정복지센터,22
인명여자고등학교,21
송내역남부,21
동인천역,20
용현시장,20
문학초등학교,18
인천대입구역,17
롯데백화점(인천터미널),16
신동아아파트3차,15
계룡리슈빌,15
대림아파트,14
(구)시민회관사거리,14
인하대역4번출구,13
두산위브아파트,13
중구문화회관,13
벽산이삭아파트,13
석바위,12
인하대역(1번출구),12
제물포역,11
호반써밋송도,11
신동아아파트8차,11
신중동역6번출구.중흥중학교,10
학익고등학교,10
길병원,10
삼영아파트,10
신동아아파트,9
주안역,9
동아풍림아파트,9
인하대병원,9
현대3차아파트,8
길병원사거리,7
정석항공과학고,7
태화두진아파트,7
숭의로터리,7
남동초등학교,6
신동아3차아파트,6
인천향교유림회관,6
SK스카이뷰104동,6
윤성아파트(인항고교),6
장미아파트,6
서창퍼스트뷰후문,5
삼익.광명아파트,5
송도라마다호텔앞,5
벽산.이삭아파트,5
양재역,5
옹진군청,5
남동구청,5
서창센트럴푸르지오,5
부천시청역3번출구.경기예고.현대백화점,5
용정초등학교,5
인천미래생활고등학교,5
학익사거리(동아풍림아파트),5
정광아파트(병무청),4
학익동성당앞,4
인천기계공고,4
은봉초등학교,4
삼미시장,4
로얄아파트,4
숭의초등학교,4
신동아아파트5차,4
금호2차아파트,4
도림주공1단지,4
라이프아파트,4
합정역,4
금호아파트,3
동막역(3번출구),3
신포시장,3
학익시장(법원검찰청),3
용현고개,3
힐캐슬프라자,3
구월아시아드6단지,3
학산사거리,3
인천소방본부,3
인하대후문,3
인하대정문,3
용현3동행정복지센터.보훈병원,3
청능로사거리,3
미송초등학교,3
주안3동행정복지센터,2
주안파크자이더플래티넘아파트,2
제운사거리(청년창업특화거리),2
토지금고시장앞,2
학익2동행정복지센터,2
정병원,2
장천사거리,2
루원이편한세상하늘채(125동),2
관교중학교(약수터),2
풍림3차아파트,2
기점(미정차),2
주안사거리,2
한양아파트,2
유원아파트,2
만수4동주민센터,2
나사렛국제병원앞,2
십정2동행정복지센터,2
송도파크레인동일하이빌,2
부평구청·부평세무서,2
정다운그린빌,2
하늘휴게소,2
태화.두진아파트,2
논현14단지등대마을휴먼시아아파트,2
신창아파트,2
학산소극장,2
작은구월사거리,2
논현14단지등대마을,1
방죽삼거리,1
랜드마크시티센트럴더샵(106동),1
미추홀구청입구,1
논현12단지산뒤마을,1
주안현대아파트,1
이대역,1
경남아파트,1
도화동신협(구박문여고),1
서화초등학교(도화e편한세상),1
옹진농협,1
검암중학교,1
롯데슈퍼,1
문학우체국,1
동인천,1
문학정보고입구,1
인천대공원,1
송림오거리,1
도림주공2단지,1
송도파크자이아파트,1
신송고등학교,1
남동중학교,1
교대역,1
부평구청,1
금호타운,1
신동아1.2차아파트,1
강남역서초현대타워앞,1
송도유원지(도로교통공단),1
CJ인천2공장,1
풍림1차아파트,1
인천의료원,1
대인고등학교,1
신일교회,1
문학경로당,1
신중동역4번출구.롯데백화점,1
인천시청후문,1
서울역,1
홍대입구역,1
구월2동행정복지센터,1
구월아시아드8단지,1
충정로역2호선,1
대동아파트,1
약대사거리,1
선유고등학교,1
부천시청역1번출구,1
동산고,1
심곡극동아파트,1
우진아파트,1
수봉공원,1
상동역1번출구.부천터미널소풍.홈플러스,1
미추홀구청,1
한신아파트,1
송림4동행정복지센터,1
벽산아파트(미추홀도서관),1
신성성결교회(올림피아병원),1
진흥아파트,1
인천향교.인천도호부청사,1
연학초등학교,1
검바위역,1
도화오거리,1
방촌공원,1
e편한세상정문,1
힐스테이트푸르지오주안,1
