정류장,count
주안역환승정류장,165
롯데백화점(인천터미널),125
인하대역(7번출구),79
주안역,63
동인천,59
남중학교,40
송내역남부,40
(구)시민회관사거리,37
강남역서초현대타워앞,32
동인천역,32
인하대역(1번출구),30
홍대입구역,24
제물포역,20
인명여자고등학교,18
송도유원지(도로교통공단),13
부평역,12
용현시장,12
신기.남부종합시장(진흥사거리),12
나사렛국제병원앞,11
토지금고시장,10
주안7동행정복지센터,10
문학초등학교,10
용현고개,10
남동경찰서.남촌농산물도매시장,10
정석항공과학고,9
CJ인천2공장,9
신포시장,8
청능로사거리,8
인하대후문,7
인천미래생활고등학교,7
남동구청후문(남동등기소),7
학익시장앞,7
인천시청후문,6
굴다리오거리,6
장미아파트,6
관교중학교(약수터),6
부천시청역3번출구.경기예고.현대백화점,5
도화오거리,5
수봉마을쉼터,4
송도풍림아이원2단지,4
석바위,4
현대3차아파트,4
검암역(시내방면),4
동아풍림아파트,4
미추홀구청,4
풍림아이원아파트,4
교대역,3
원흥아파트,3
양곡도매시장,3
미추홀구청입구,3
주안사거리,3
동막역(1번출구),3
남동구청,3
검암사거리,3
중구문화회관,3
가좌농협,3
SK주유소앞,3
금호아파트,3
인하대정문,2
정병원,2
숭의초등학교,2
운연역,2
인천의료원,2
독정이고개,2
수봉공원,2
인하대병원입구,2
e편한세상정문,2
신중동역6번출구.중흥중학교,2
교보생명,2
용현3동행정복지센터.보훈병원,2
서화초등학교(도화e편한세상),2
태화두진아파트,2
합정역,2
선바위역,2
계룡리슈빌,2
법원검찰청입구,2
약대사거리,2
신촌오거리.현대백화점,2
문학경기장(야구장),2
만수주공4단지,2
양재역,2
2001아울렛,2
시민의숲.양재꽃시장,2
로얄아파트,1
현대시장,1
서초역,1
송도파크자이,1
한국국토정보공사인천북부지사,1
굴다리입구,1
윤성아파트(인항고교),1
신동아3차아파트,1
하늘휴게소,1
서초아트자이아파트,1
남광로얄아파트,1
쌍용아파트,1
학산사거리,1
동막역(3번출구),1
남구평생학습센터,1
신동아아파트3차,1
인천향교유림회관,1
신동아아파트,1
보건환경연구원,1
부평역(북인천우체국),1
연학초등학교,1
인하대역4번출구,1
송도파크자이아파트,1
숭의로터리,1
서울역,1
법원.검찰청,1
벽산아파트(미추홀도서관),1
아현역,1
삼영아파트,1
작은구월사거리,1
한라아파트,1
신성성결교회(올림피아병원),1
이대역,1
동교동삼거리,1
상동역1번출구.부천터미널소풍.홈플러스,1
힘찬병원,1
용일사거리,1
구월2동행정복지센터,1
충정로역2호선,1
극동.금호아파트,1
상동역8번출구세이브존,1
서교동,1
금호2차아파트,1
남동초등학교,1
학익시장(법원검찰청),1
논현9단지냇마을신영지웰A정문,1
관교여자중학교,1
가정(루원시티)역,1
항운아파트,1
장천사거리,1
용현고가교,1
가현중학교,1
랜드마크시티센트럴더샵(106동),1
학익2동행정복지센터,1
주안3동행정복지센터,1
신천역.문화의거리,1
옹진군청,1
대동아파트,1
대인고등학교,1
삼미시장,1
모래내시장역(3번출구),1
제물포시장,1
