정류장,count
주안역환승정류장,155
롯데백화점(인천터미널),93
동인천,65
남중학교,44
송내역남부,41
주안역,37
인하대역(7번출구),37
(구)시민회관사거리,36
풍림아이원아파트,34
용현시장,31
동인천역,25
신기.남부종합시장(진흥사거리),24
신동아아파트,18
인하대후문,18
정석항공과학고,17
홍대입구역,17
관교여자중학교,16
제물포역,15
법원.검찰청,15
미송초등학교,15
송도유원지(도로교통공단),14
학익고등학교,13
신선초등학교앞,13
인하대역(1번출구),12
주안7동행정복지센터,11
인명여자고등학교,10
인하대정문,10
선바위역,10
벽산아파트(미추홀도서관),9
쌍용아파트,9
인천미래생활고등학교,9
간석오거리(인천웨딩홀),8
도화오거리,8
동아풍림아파트,8
송학둥지아파트,7
현대3차아파트,7
학익시장(법원검찰청),7
루원이편한세상하늘채(125동),6
청능로사거리,6
신동아아파트3차,6
힐캐슬프라자,5
신천동,5
용현3동행정복지센터.보훈병원,5
남인천여자중학교,5
부천시청역3번출구.경기예고.현대백화점,5
인천대학교공과대학,5
원흥아파트,5
강남역서초현대타워앞,5
석바위,5
월드메르디앙아파트,4
숭의2동행정복지센터,4
토지금고시장앞,4
관교중학교(약수터),4
인하대역4번출구,4
교대역,4
장미아파트,4
신촌오거리.현대백화점,4
금호2차아파트,3
인하대병원,3
대림아파트,3
토지금고시장,3
송도파크레인동일하이빌,3
중구문화회관,3
남동구청,3
옥골사거리,3
나사렛국제병원앞,3
아주아파트.미추홀학교,3
한진아파트,3
상동역1번출구.부천터미널소풍.홈플러스,3
복지회관,3
배다리,3
길병원,3
수봉마을쉼터,2
서창119안전센터,2
신포시장,2
문학경기장(야구장),2
보건환경연구원,2
옹진군청,2
남광로얄아파트,2
신중동역6번출구.중흥중학교,2
서초역,2
유원아파트,2
약대사거리,2
서울역,2
선유고등학교,2
호반써밋송도,2
서교동,2
합정역,2
계룡리슈빌,2
항운아파트,2
검암역(시내방면),2
인천논현중학교,2
송도중학교,2
가현중학교,2
숭의역(2번출구),1
용현동농협,1
한국아파트,1
학산사거리,1
양재역,1
인천뷰티예술고등학교,1
송도파크자이,1
숭의초등학교,1
한양아파트,1
인천향교유림회관,1
인천가톨릭대,1
삼익.광명아파트,1
장미아파트(19동)앞,1
문학초등학교,1
구월2동행정복지센터,1
인천시청후문,1
정병원,1
태화두진아파트,1
부천시청역1번출구,1
루원이편한세상하늘채(112동),1
가정(루원시티)역,1
서화초등학교(도화e편한세상),1
석남신사거리,1
랜드마크시티센트럴더샵(106동),1
숭의로터리,1
보훈회관,1
동양화학,1
학익사거리(동아풍림아파트),1
올리브백화점,1
용일사거리,1
주안사거리,1
극동.금호아파트,1
성원아파트,1
인천향교.인천도호부청사,1
수봉공원,1
제물포역(동양빌딩),1
학익시장,1
문학정보고입구,1
도림아이파크아파트,1
인천예림학교(인천성모병원),1
구월아시아드은빛호수공원,1
신창아파트,1
논현사거리,1
남동체육관(체조경기장),1
순복음교회,1
인천소방본부,1
남동구청후문(남동등기소),1
시민의숲.양재꽃시장,1
