정류장,count
주안역환승정류장,57
인하대역(1번출구),51
인하대역(7번출구),47
문학초등학교,45
수봉마을쉼터,39
(구)시민회관사거리,31
인천향교유림회관,27
원흥아파트,24
도림주공1단지,23
토지금고시장,23
호반써밋송도,22
주안파크자이더플래티넘아파트,19
인천기계공고,19
쌍용아파트,19
인하대후문,18
금호타운,18
풍림아이원아파트,16
신비마을아파트,16
한양아파트,14
주안3동행정복지센터,14
벽산이삭아파트,13
미추홀구청입구,13
대동아파트,13
송내역남부,13
신동아아파트,12
인천소방본부,11
신동아아파트3차,11
서창퍼스트뷰후문,11
용현시장,11
현대3차아파트,10
신성성결교회(올림피아병원),10
힐스테이트푸르지오주안,10
금호아파트,10
금호2차아파트,10
서창센트럴푸르지오,9
용현초등학교입구,9
용현고개,9
성문아파트(문화연립),9
한국아파트,9
구월아시아드6단지,9
수봉공원,9
태화두진아파트,8
굴다리입구,7
진흥아파트,7
주안7동행정복지센터,7
연학초등학교,7
문학경로당,7
정석항공과학고,6
신동아아파트(B),6
재흥시장,6
신동아아파트5차,6
송도중학교,6
용일사거리,6
동인천,6
학익고등학교,6
학산소극장,6
대림아파트,6
두산위브아파트,6
만수주공4단지,6
석바위,6
힐스테이트학익104동앞,5
인명여자고등학교,5
학익2동행정복지센터,5
장미아파트,5
백운역,5
송도파크레인동일하이빌,5
현광아파트(호산부인과),5
시민의숲.양재꽃시장,5
백산아파트,5
로얄아파트,5
주안사거리,5
계룡리슈빌,4
아주아파트.미추홀학교,4
무지개아파트(동남아파트),4
구월아시아드8단지,4
하나로쇼핑,4
인천교회,4
기점(미정차),4
부천시청역3번출구.경기예고.현대백화점,4
학익사거리(동아풍림아파트),4
남중학교,4
남광로얄아파트,4
용정초등학교,4
숭의2동행정복지센터,3
강남역서초현대타워앞,3
석암초등학교앞,3
도화IC,3
토지금고시장앞,3
동막역(1번출구),3
동막역(3번출구),3
주안2동치안센터,3
도림아이파크아파트,3
약대사거리,3
구월2동행정복지센터,3
백운프라자,3
e편한세상정문,3
서창이편한세상1002동,3
풍림아파트,3
부천시청역1번출구,3
구월아시아드은빛호수공원,3
문학우체국,3
동원아파트,3
숭의교회,3
동인천역,2
신일교회,2
극동.금호아파트,2
신기.남부종합시장(진흥사거리),2
라이프아파트,2
배다리,2
대인고등학교,2
경남아너스빌아파트,2
남동구청후문(남동등기소),2
주안1동행정복지센터,2
풍림3차아파트,2
현대5차아파트,2
힐캐슬프라자,2
태평아파트,2
롯데백화점(인천터미널),2
송도유원지(도로교통공단),2
신동아1.2차아파트,2
주안역,2
신중동역6번출구.중흥중학교,2
옹진군청,2
영남아파트,2
문학고개,2
용현고가교,2
용남파출소,2
벽산아파트(미추홀도서관),2
제운사거리(청년창업특화거리),2
송도파크자이,1
서초힐스아파트,1
하나아파트,1
송림4동행정복지센터,1
노인복지회관,1
대우일렉트로닉스,1
숭의로터리,1
금호어울림아파트,1
정부인천지방합동청사,1
인천용학초등학교,1
하늘휴게소,1
석락아파트,1
제일시장,1
은행초등학교,1
인천가정법원.인천지방법원등기국,1
롯데월드타워,1
삼미시장,1
SK스카이뷰109동,1
부원중학교,1
만수4동주민센터,1
SK스카이뷰104동,1
성리초등학교,1
현대4차아파트,1
관교중학교(약수터),1
효성상아아파트,1
제물포역,1
신창아파트,1
태평아파트.주안한신휴플러스아파트,1
아현역,1
힘찬병원,1
삼성빌라(종점),1
신중동역4번출구.롯데백화점,1
현광아파트후문,1
태화.두진아파트,1
정광아파트(병무청),1
서울역,1
장천사거리,1
유원아파트,1
신동아아파트4차,1
독정이고개,1
인천시청후문,1
정병원,1
신동아3차아파트,1
벽산.이삭아파트,1
선유고등학교,1
풍림1차아파트,1
아시아드경기장(공촌사거리)역,1
학산사거리,1
백마장입구,1
석건연립,1
래미안아파트파이낸셜뉴스,1
