정류장,count
주안역환승정류장,75
인하대역(7번출구),75
원흥아파트,46
문학초등학교,42
(구)시민회관사거리,34
수봉마을쉼터,33
토지금고시장,31
인하대역(1번출구),26
동막역(1번출구),25
동인천역,24
신동아아파트,23
인천향교유림회관,19
동인천,18
제물포역,17
인천기계공고,17
벽산이삭아파트,16
롯데백화점(인천터미널),13
월드메르디앙아파트,13
인명여자고등학교,13
백운프라자,12
도림주공1단지,12
용정초등학교,12
합정역,12
인천대입구역,11
용남파출소,11
용일사거리,11
신동아아파트3차,11
주안3동행정복지센터,11
시민의숲.양재꽃시장,10
인천미래생활고등학교,10
장미아파트,10
도화IC,9
학산소극장,9
신기.남부종합시장(진흥사거리),9
인천소방본부,9
주안7동행정복지센터,9
주안역,9
구월아시아드6단지,9
풍림아이원아파트,8
문학고개,8
금호타운,8
호반써밋송도,8
용현시장,8
현대3차아파트,8
새안의원,7
태화두진아파트,7
검바위역,7
학산사거리,6
신비마을아파트,6
백운역,6
남촌풍림3차아파트,6
주안파크자이더플래티넘아파트,6
삼미시장,6
한양아파트,6
남중학교,5
인하대역4번출구,5
정광아파트(병무청),5
학익고등학교,5
유원아파트,5
남광로얄아파트,5
관교중학교(약수터),5
영남아파트,5
정석항공과학고,5
진흥아파트,5
용현초등학교입구,5
현대아파트,5
구월2동행정복지센터,5
인하대후문,5
용현고개,4
구월아시아드은빛호수공원,4
송내역남부,4
인수초등학교,4
제운사거리(청년창업특화거리),4
대림아파트,4
길병원사거리,4
계룡리슈빌,4
홍대입구역,4
쌍용아파트,4
신선초등학교,4
장미아파트(19동)앞,4
숭의2동행정복지센터,3
루원시티사거리,3
학익사거리,3
신중동역6번출구.중흥중학교,3
서창퍼스트뷰후문,3
송도재래시장,3
연학초등학교,3
주안현대아파트,3
독정이고개,3
주안사거리,3
송도풍림아이원2단지,3
송도파크레인동일하이빌,3
강남역서초현대타워앞,3
금호2차아파트,3
효성상아아파트,3
부천시청역3번출구.경기예고.현대백화점,2
인천시청후문,2
정병원,2
남동구청후문(남동등기소),2
숭의교회,2
인천가정법원.인천지방법원등기국,2
풍림1차아파트,2
숭의역(2번출구),2
연합의원,2
논현사거리,2
하나로쇼핑,2
백산아파트,2
학익시장,2
구월도매시장,2
학익시장(법원검찰청),2
풍림3차아파트,2
심곡극동아파트,2
신성성결교회(올림피아병원),2
굴다리입구,2
신창아파트,2
신천역.문화의거리,2
약대사거리,2
하나아파트,2
두산위브아파트,2
힐스테이트학익104동앞,2
서해그랑블아파트후문,2
용현고가교,2
로얄아파트,2
문학경로당,2
국민건강보험남부지사,2
풍림아파트,2
숭의초등학교,2
극동.금호아파트,2
송도중학교,1
남구평생학습센터,1
구월중학교,1
현광아파트(호산부인과),1
숭의역(1번출구),1
송도파크자이,1
동양화학,1
간석오거리(인천웨딩홀),1
기점(미정차),1
학익사거리(동아풍림아파트),1
동막역(3번출구),1
신동아아파트4차,1
석암초등학교앞,1
윤성아파트(인항고교),1
석건연립,1
인하대정문,1
인천정보과학고등학교,1
한국아파트,1
백마장입구,1
소래풍림아파트,1
항운아파트,1
현광아파트,1
서창119안전센터,1
서창센트럴푸르지오,1
도림아이파크아파트,1
서울역,1
석바위,1
태화.두진아파트,1
대동아파트,1
신동아아파트5차,1
남인천여자중학교,1
삼영아파트,1
구월도매전통시장,1
신라아파트,1
라이프아파트,1
작은구월사거리,1
문학정보고입구,1
동아풍림아파트,1
재흥시장,1
독배로317번길(삼거리),1
SK스카이뷰104동,1
주안2동치안센터,1
정부인천지방합동청사,1
석남신사거리,1
남동초등학교,1
수봉공원,1
학익시장앞,1
송림고개(도화신동아아파트),1
태평아파트.주안한신휴플러스아파트,1
신비마을아파트(112동),1
도화동신협(구박문여고),1
법원,1
교보생명,1
송도유원지(도로교통공단),1
