정류장,count
주안역환승정류장,139
롯데백화점(인천터미널),78
주안역,68
(구)시민회관사거리,62
인하대역(7번출구),53
송내역남부,46
남중학교,42
인하대역(1번출구),42
동인천,39
강남역서초현대타워앞,33
동인천역,28
현대3차아파트,28
제물포역,26
인하대후문,24
부평역,17
인하대역4번출구,16
용현시장,15
홍대입구역,14
신포시장,13
효성상아아파트,12
동막역(1번출구),12
송도유원지(도로교통공단),12
신기.남부종합시장(진흥사거리),11
청능로사거리,10
인천향교.인천도호부청사,9
상동역8번출구세이브존,9
정석항공과학고,8
연학초등학교,8
풍림1차아파트,7
인천소방본부,7
용현고개,7
교보생명,7
법원.검찰청,6
교대역,6
기점(미정차),5
서교동,5
남촌풍림2차아파트,5
풍림아파트,5
남광로얄아파트,5
독정이고개,5
학익시장앞,5
풍림아이원아파트,4
시민공원,4
검암역(시내방면),4
인명여자고등학교,4
주안사거리,4
문학경기장(야구장),4
삼미시장,3
장미아파트(19동)앞,3
신동아3차아파트,3
송도파크레인동일하이빌,3
원흥아파트,3
송도파크자이,3
석바위,3
서초역,3
선바위역,3
대림아파트,3
윤성아파트(인항고교),3
토지금고시장,3
굴다리오거리,3
용일사거리,3
한국국토정보공사인천북부지사,3
합정역,3
부천시청역3번출구.경기예고.현대백화점,3
신중동역6번출구.중흥중학교,3
신성성결교회(올림피아병원),3
신천연합병원,2
상동역1번출구.부천터미널소풍.홈플러스,2
신동아아파트3차,2
성원아파트,2
운연역,2
구월아시아드6단지,2
장미아파트,2
송도중학교,2
힐스테이트푸르지오주안,2
학산사거리,2
도화오거리,2
로얄아파트,2
용현고가교,2
제물포역(동양빌딩),2
문학초등학교,2
학익사거리(동아풍림아파트),2
주안7동행정복지센터,2
숭의로터리,2
인천향교유림회관,2
현광아파트,2
인천의료원,2
두산아파트,2
남동초등학교,2
서울역,2
라이프아파트,2
신촌오거리.현대백화점,2
인하대정문,2
태화두진아파트,2
문학경기장(월드컵경기장),2
길병원,2
송도풍림아이원2단지,2
십정2동행정복지센터,2
숭의역(2번출구),1
금호아파트,1
숭의초등학교,1
석남신사거리,1
은영아파트,1
서초아트자이아파트,1
루에블리아파트,1
동춘마을아파트,1
호반써밋송도,1
엑슬루타워,1
나사렛국제병원앞,1
한국아파트,1
인하대병원,1
미추홀구청입구,1
가좌농협,1
쌍용아파트,1
인천가정법원.인천지방법원등기국,1
금호어울림아파트,1
정광아파트(병무청),1
배다리,1
토지금고시장앞,1
진흥아파트,1
상수도사업본부(스마트타운),1
학익2동행정복지센터,1
부천시청역1번출구,1
삼익.광명아파트,1
논현11단지단풍마을A정문,1
논현10단지별빛마을웰카운티A정문,1
도림주공208동,1
마린월드,1
주안파크자이더플래티넘아파트,1
대우푸르지오복합상가,1
구월도매전통시장,1
구월2동행정복지센터,1
인천시청후문,1
정병원,1
간석사거리,1
약대사거리,1
계룡리슈빌,1
운연동,1
가정(루원시티)역,1
남촌풍림아파트,1
서창119안전센터,1
신천역.문화의거리,1
신한빌딩,1
두산위브아파트,1
학산소극장,1
수봉공원,1
송림4동행정복지센터,1
미추홀구청,1
루원시티사거리,1
현대시장,1
인천지방법원,1
신비마을아파트,1
대인고등학교,1
양재역,1
