정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
정석항공과학고,37170,13,신흥교통 - 신흥교통,2023-07,일반인,0,0,31,25,83,10,116,20,50,63,30,26,41,31,64,26,38,52,90,31,60,36,74,42,79,46,38,47,54,85,37,39,27,39,23,39,15,52,12,38,0,0,0,0,0,0,0,0,
정석항공과학고,37170,13,신흥교통 - 신흥교통,2023-07,어린이,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37170,13,신흥교통 - 신흥교통,2023-07,청소년,0,0,0,0,0,5,0,38,1,94,5,10,3,0,2,2,13,6,3,18,2,8,15,3,14,6,3,2,2,2,3,2,0,2,2,0,11,1,1,0,0,0,0,0,0,0,0,0,
정석항공과학고,37170,13,신흥교통 - 신흥교통,2023-07,경로,0,0,0,0,0,0,0,0,6,1,4,0,2,1,3,3,0,1,1,6,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37170,13,신흥교통 - 신흥교통,2023-07,장애인,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37170,27,항동7가버스차고지 - 항동7가버스차고지,2023-07,일반인,0,0,19,13,70,27,166,56,166,115,85,100,47,46,47,73,36,111,63,124,57,124,94,107,145,100,71,183,68,139,55,163,33,195,37,152,20,161,19,88,0,0,0,0,0,0,0,0,
정석항공과학고,37170,27,항동7가버스차고지 - 항동7가버스차고지,2023-07,어린이,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37170,27,항동7가버스차고지 - 항동7가버스차고지,2023-07,청소년,0,0,0,0,0,1,10,79,2,188,2,10,2,4,5,11,11,19,3,34,2,5,17,9,24,14,5,12,8,6,0,6,0,7,0,3,1,1,0,8,0,0,0,0,0,0,0,0,
정석항공과학고,37170,27,항동7가버스차고지 - 항동7가버스차고지,2023-07,경로,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,8,1,2,0,6,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37170,27,항동7가버스차고지 - 항동7가버스차고지,2023-07,장애인,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
