정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
정석항공과학고,37168,1601,인하대후문 - 인하대정문,2023-02,일반인,19,0,2,0,0,0,17,0,16,0,5,2,2,0,10,0,18,0,19,0,17,0,9,0,13,0,23,1,14,0,6,0,2,0,15,0,14,1,64,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,1601,인하대후문 - 인하대정문,2023-02,청소년,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,27,항동7가버스차고지 - 항동7가버스차고지,2023-02,일반인,0,0,8,0,29,8,54,26,82,75,153,54,129,73,196,73,289,90,290,118,321,132,383,156,542,144,379,232,465,443,245,273,252,188,250,148,166,182,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,27,항동7가버스차고지 - 항동7가버스차고지,2023-02,어린이,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,3,5,9,2,1,7,3,1,5,10,6,6,10,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,27,항동7가버스차고지 - 항동7가버스차고지,2023-02,청소년,0,0,1,0,0,0,6,1,3,5,1,9,4,6,14,13,44,9,28,13,23,8,38,15,58,19,34,21,33,22,26,13,21,6,27,4,19,4,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,27,항동7가버스차고지 - 항동7가버스차고지,2023-02,경로,0,0,0,0,1,0,0,1,13,1,5,0,2,0,5,3,3,1,5,3,1,10,4,5,3,4,1,5,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,27,항동7가버스차고지 - 항동7가버스차고지,2023-02,장애인,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,27,항동7가버스차고지 - 항동7가버스차고지,2023-02,국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,511,독배로317번길(삼거리) - SK스카이뷰,2023-02,일반인,0,0,175,7,664,12,1100,49,1116,103,877,79,732,51,945,47,1114,79,976,76,909,63,880,86,1042,105,940,102,884,192,566,126,545,113,402,208,339,220,118,62,0,0,0,0,0,0,0,0,
정석항공과학고,37168,511,독배로317번길(삼거리) - SK스카이뷰,2023-02,어린이,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,1,0,1,3,3,0,0,0,2,2,1,2,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,511,독배로317번길(삼거리) - SK스카이뷰,2023-02,청소년,0,0,7,0,3,0,10,2,9,26,16,6,29,15,22,2,147,4,107,4,45,3,54,3,67,4,47,5,38,3,25,6,23,2,25,5,12,8,1,11,0,0,0,0,0,0,0,0,
정석항공과학고,37168,511,독배로317번길(삼거리) - SK스카이뷰,2023-02,경로,0,0,12,0,2,0,5,5,40,1,13,1,18,5,7,1,17,1,11,1,16,0,23,4,18,2,15,2,6,0,3,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,511,독배로317번길(삼거리) - SK스카이뷰,2023-02,장애인,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,1,4,0,1,0,3,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
정석항공과학고,37168,511,독배로317번길(삼거리) - SK스카이뷰,2023-02,국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
