월,정류장,count
202304.0,대림아파트,4
202304.0,독정이고개,4
202304.0,로얄아파트,4
202304.0,문학우체국,4
202304.0,백산아파트,4
202304.0,부천시청역1번출구,4
202304.0,삼익.광명아파트,4
202304.0,서창퍼스트뷰후문,4
202304.0,석암초등학교앞,4
202304.0,선바위역,4
202304.0,송도파크레인동일하이빌,4
202304.0,숭의로터리,4
202304.0,용현중학교,4
202304.0,진흥아파트,4
202304.0,하늘휴게소,4
202304.0,학익2동행정복지센터,4
202304.0,한국아파트,4
202304.0,항운아파트,4
202304.0,남인천여자중학교,3
202304.0,도화오거리,3
202304.0,두산위브아파트,3
202304.0,문학정보고입구,3
202304.0,배다리,3
202304.0,백운역,3
202304.0,복지회관,3
202304.0,삼미시장,3
202304.0,삼영아파트,3
202304.0,서울역,3
202304.0,송도재래시장,3
202304.0,신중동역6번출구.중흥중학교,3
202304.0,쌍용아파트,3
202304.0,올리브백화점,3
202304.0,옹진군청,3
202304.0,인수초등학교,3
202304.0,인천가정법원.인천지방법원등기국,3
202304.0,인천기계공고,3
202304.0,재흥시장,3
202304.0,주안현대아파트,3
202304.0,하나로쇼핑,3
202304.0,CJ인천2공장,2
202304.0,SK주유소앞,2
202304.0,e편한세상정문,2
202304.0,관교중학교(약수터),2
202304.0,굴다리오거리,2
202304.0,길병원사거리,2
202304.0,남동구청후문(남동등기소),2
202304.0,남동체육관(체조경기장),2
202304.0,남촌풍림2차아파트,2
202304.0,남촌풍림3차아파트,2
202304.0,도림아이파크아파트,2
202304.0,도화IC,2
202304.0,동산고,2
202304.0,모래내시장역(3번출구),2
202304.0,벽산아파트(미추홀도서관),2
202304.0,상동역1번출구.부천터미널소풍.홈플러스,2
202304.0,서초역,2
202304.0,석락아파트,2
202304.0,선유고등학교,2
202304.0,송도풍림아이원2단지,2
202304.0,송림오거리,2
202304.0,수봉공원,2
202304.0,숭의교회,2
202304.0,신명아파트.대우3차아파트,2
202304.0,신선초등학교앞,2
202304.0,신흥시장,2
202304.0,약대사거리,2
202304.0,양재역,2
202304.0,영남아파트,2
202304.0,옹진농협,2
202304.0,월드메르디앙아파트,2
202304.0,인천교통공사,2
202304.0,인천대학교공과대학,2
202304.0,인천뷰티예술고등학교,2
202304.0,인천시청후문,2
202304.0,인천예림학교(인천성모병원),2
202304.0,인천항신국제여객터미널,2
202304.0,주안사거리,2
202304.0,중구문화회관,2
202304.0,풍림아파트,2
202304.0,학익사거리,2
202304.0,학익시장,2
202304.0,학익시장앞,2
202304.0,한양아파트,2
202304.0,현광아파트후문,2
202304.0,현대시장,2
202304.0,효성상아아파트,2
202304.0,힐스테이트학익104동앞,2
202304.0,2001아울렛,1
202304.0,경남아너스빌,1
202304.0,경남아파트,1
202304.0,공작아파트,1
202304.0,교보생명,1
202304.0,구월도매시장,1
202304.0,구월중학교,1
202304.0,굴다리입구,1
202304.0,남동경찰서.남촌농산물도매시장,1
202304.0,남동세무서,1
202304.0,남동중학교,1
202304.0,남인천세무서,1
202304.0,논현9단지냇마을신영지웰A정문,1
202304.0,논현사거리,1
202304.0,논현초등학교,1
202304.0,도화동신협(구박문여고),1
202304.0,독배로317번길(삼거리),1
202304.0,동양화학,1
202304.0,동원아파트,1
202304.0,동춘동종점,1
202304.0,래미안아파트파이낸셜뉴스,1
202304.0,랜드마크시티센트럴더샵(106동),1
202304.0,루원이편한세상하늘채(112동),1
202304.0,루원이편한세상하늘채(125동),1
202304.0,만수주공4단지,1
202304.0,모래내시장역(2번출구),1
202304.0,무지개아파트(동남아파트),1
202304.0,문학경기장(야구장),1
202304.0,문학경로당,1
202304.0,문학고개,1
202304.0,백마장입구,1
202304.0,백운프라자,1
202304.0,부원중학교,1
202304.0,부평구청,1
202304.0,삼환아파트,1
202304.0,상동역8번출구세이브존,1
202304.0,새안의원,1
202304.0,서교동,1
202304.0,석암초등학교,1
202304.0,성문아파트(문화연립),1
202304.0,소래포구입구,1
202304.0,송도라마다호텔앞,1
202304.0,송도중학교,1
202304.0,송도파크자이,1
202304.0,송도풍림아이원4단지,1
202304.0,순복음교회,1
202304.0,숭덕여중고입구,1
202304.0,숭의2동행정복지센터,1
202304.0,숭의역(2번출구),1
202304.0,숭의초등학교,1
202304.0,신동아아파트4차,1
202304.0,신동아아파트8차,1
202304.0,신비마을아파트(112동),1
202304.0,신성성결교회(올림피아병원),1
202304.0,신일교회,1
202304.0,신중동역5번출구.중흥중학교,1
202304.0,신천동,1
202304.0,신천연합병원,1
202304.0,신촌오거리.현대백화점,1
202304.0,십정2동행정복지센터,1
202304.0,아시아드경기장(공촌사거리)역,1
202304.0,양곡도매시장,1
202304.0,옥골사거리,1
202304.0,용남시장,1
202304.0,용남파출소,1
202304.0,용일초등학교,1
202304.0,월곶동주민센터.월곶포구,1
202304.0,은봉초등학교,1
202304.0,은영아파트,1
202304.0,은행초등학교,1
202304.0,이대역,1
202304.0,인천가톨릭대,1
202304.0,인천대공원,1
202304.0,인천대학교자연과학대학,1
202304.0,인천용학초등학교,1
202304.0,작은구월사거리,1
202304.0,장미아파트(19동)앞,1
202304.0,정광아파트(병무청),1
202304.0,중구노인복지회관,1
202304.0,태평아파트,1
202304.0,태평아파트.주안한신휴플러스아파트,1
202304.0,토지금고,1
202304.0,토지금고시장앞,1
202304.0,하나아파트,1
202304.0,학익동성당앞,1
202304.0,한라아파트,1
202304.0,한진아파트,1
202304.0,현광아파트(호산부인과),1
202304.0,현대4차아파트,1
202304.0,현대5차아파트,1
202304.0,힐캐슬프라자,1
202304.0,힘찬병원,1
202305.0,주안역환승정류장,201
202305.0,인하대역(7번출구),104
202305.0,롯데백화점(인천터미널),102
202305.0,남중학교,62
202305.0,동인천,52
202305.0,주안역,52
202305.0,신기.남부종합시장(진흥사거리),50
202305.0,(구)시민회관사거리,42
202305.0,인하대역(1번출구),41
202305.0,송내역남부,40
202305.0,동인천역,35
202305.0,풍림아이원아파트,34
202305.0,용현시장,32
202305.0,인하대후문,31
202305.0,토지금고시장,31
202305.0,제물포역,29
202305.0,문학초등학교,28
202305.0,강남역서초현대타워앞,25
202305.0,주안7동행정복지센터,24
202305.0,송도유원지(도로교통공단),20
202305.0,원흥아파트,20
202305.0,인명여자고등학교,19
202305.0,인천향교유림회관,18
202305.0,정석항공과학고,18
202305.0,인천대입구역,17
202305.0,인천시청후문,17
202305.0,수봉마을쉼터,15
202305.0,신동아아파트,15
202305.0,홍대입구역,15
202305.0,동아풍림아파트,13
202305.0,계룡리슈빌,12
202305.0,금호2차아파트,12
202305.0,기점(미정차),12
202305.0,신동아아파트3차,12
202305.0,인하대역4번출구,12
202305.0,장미아파트,12
202305.0,대동아파트,11
202305.0,호반써밋송도,11
202305.0,벽산이삭아파트,10
202305.0,송도파크레인동일하이빌,10
202305.0,현대3차아파트,10
202305.0,동막역(1번출구),9
202305.0,신포시장,9
202305.0,연학초등학교,9
202305.0,용현초등학교입구,8
202305.0,인천향교.인천도호부청사,8
202305.0,대림아파트,7
202305.0,문학경기장(야구장),7
202305.0,수봉공원,7
202305.0,신동아3차아파트,7
202305.0,신비마을아파트,7
202305.0,인천기계공고,7
202305.0,인천미래생활고등학교,7
202305.0,학익고등학교,7
202305.0,나사렛국제병원앞,6
202305.0,두산위브아파트,6
202305.0,법원.검찰청,6
202305.0,용현고개,6
202305.0,인천소방본부,6
202305.0,주안사거리,6
202305.0,태화두진아파트,6
202305.0,학산소극장,6
202305.0,남동구청,5
202305.0,도림주공1단지,5
202305.0,미송초등학교,5
202305.0,부천시청역3번출구.경기예고.현대백화점,5
202305.0,숭의초등학교,5
202305.0,시민의숲.양재꽃시장,5
202305.0,아주아파트.미추홀학교,5
202305.0,용일사거리,5
202305.0,주안3동행정복지센터,5
202305.0,청능로사거리,5
202305.0,학익사거리(동아풍림아파트),5
202305.0,CJ인천2공장,4
202305.0,관교여자중학교,4
202305.0,교보생명,4
202305.0,길병원사거리,4
202305.0,남동구청후문(남동등기소),4
202305.0,남인천여자중학교,4
202305.0,문학경로당,4
202305.0,백산아파트,4
202305.0,부천시청역1번출구,4
202305.0,부평역,4
202305.0,삼익.광명아파트,4
202305.0,서초역,4
202305.0,서화초등학교(도화e편한세상),4
202305.0,석암초등학교앞,4
202305.0,선바위역,4
202305.0,숭의2동행정복지센터,4
202305.0,숭의로터리,4
202305.0,쌍용아파트,4
202305.0,아현역,4
202305.0,약대사거리,4
202305.0,옹진군청,4
202305.0,월드메르디앙아파트,4
202305.0,인하대병원,4
202305.0,인하대정문,4
202305.0,학익2동행정복지센터,4
202305.0,한국아파트,4
202305.0,힐스테이트푸르지오주안,4
202305.0,검암역(시내방면),3
202305.0,관교중학교(약수터),3
202305.0,교대역,3
202305.0,금호아파트,3
202305.0,남동경찰서.남촌농산물도매시장,3
202305.0,논현사거리,3
202305.0,대인고등학교,3
202305.0,도화오거리,3
202305.0,라이프아파트,3
202305.0,로얄아파트,3
202305.0,배다리,3
202305.0,백운역,3
202305.0,서창119안전센터,3
202305.0,서창센트럴푸르지오,3
202305.0,서창퍼스트뷰후문,3
202305.0,송도라마다호텔앞,3
202305.0,송도파크자이,3
202305.0,신동아아파트(B),3
202305.0,신동아아파트5차,3
202305.0,신창아파트,3
202305.0,용정초등학교,3
202305.0,용현3동행정복지센터.보훈병원,3
202305.0,인천대학교공과대학,3
202305.0,주안현대아파트,3
202305.0,중구문화회관,3
202305.0,충정로역2호선,3
202305.0,하늘휴게소,3
202305.0,학산사거리,3
202305.0,합정역,3
202305.0,현광아파트후문,3
202305.0,e편한세상정문,2
202305.0,구월아시아드6단지,2
202305.0,남동초등학교,2
202305.0,남촌풍림2차아파트,2
202305.0,도림주공208동,2
202305.0,도화IC,2
202305.0,독정이고개,2
202305.0,동산고,2
202305.0,모래내시장역(3번출구),2
202305.0,무지개아파트(동남아파트),2
202305.0,문학경기장(월드컵경기장),2
202305.0,문학우체국,2
202305.0,미추홀구청,2
202305.0,방촌공원,2
202305.0,백운프라자,2
202305.0,벽산아파트(미추홀도서관),2
202305.0,복지회관,2
202305.0,삼성빌라(종점),2
202305.0,서울역,2
202305.0,석락아파트,2
202305.0,석바위,2
202305.0,선유고등학교,2
202305.0,송도재래시장,2
202305.0,송도풍림아이원2단지,2
202305.0,신명아파트.대우3차아파트,2
202305.0,신선초등학교앞,2
202305.0,신성성결교회(올림피아병원),2
202305.0,신일교회,2
202305.0,신천동,2
202305.0,신촌오거리.현대백화점,2
202305.0,용현고가교,2
202305.0,용현중학교,2
202305.0,인수초등학교,2
202305.0,인천교통공사,2
202305.0,인천예림학교(인천성모병원),2
202305.0,인천의료원,2
202305.0,장천사거리,2
202305.0,정광아파트(병무청),2
202305.0,풍림아파트,2
202305.0,하나로쇼핑,2
202305.0,학익동성당앞,2
202305.0,학익시장,2
202305.0,학익시장(법원검찰청),2
202305.0,한양아파트,2
202305.0,항운아파트,2
202305.0,현대시장,2
202305.0,SK스카이뷰104동,1
202305.0,SK주유소앞,1
202305.0,간석오거리,1
202305.0,간석오거리(인천웨딩홀),1
202305.0,검바위역,1
202305.0,검암사거리,1
202305.0,경남아너스빌,1
202305.0,경남아너스빌아파트,1
202305.0,구월아시아드은빛호수공원,1
202305.0,구월중학교,1
202305.0,굴다리,1
202305.0,굴다리오거리,1
202305.0,굴포천역(롯데마트),1
202305.0,길병원,1
202305.0,남광로얄아파트,1
202305.0,남동세무서,1
202305.0,남동중학교,1
202305.0,남인천농협백운지점,1
202305.0,남촌풍림3차아파트,1
202305.0,논현14단지등대마을,1
202305.0,대우푸르지오복합상가,1
202305.0,독배로317번길(삼거리),1
202305.0,동막역(3번출구),1
202305.0,동춘2동행정복지센터,1
202305.0,랜드마크시티센트럴더샵,1
202305.0,랜드마크시티센트럴더샵(106동),1
202305.0,루에블리아파트,1
202305.0,루원이편한세상하늘채(112동),1
202305.0,루원이편한세상하늘채(125동),1
202305.0,만수주공4단지,1
202305.0,문학고개,1
202305.0,문학정보고입구,1
202305.0,미추홀구청입구,1
202305.0,법원검찰청입구,1
202305.0,벽산.이삭아파트,1
202305.0,보건환경연구원,1
202305.0,부원중학교,1
202305.0,부평구청,1
202305.0,삼미시장,1
202305.0,삼영아파트,1
202305.0,상동역1번출구.부천터미널소풍.홈플러스,1
202305.0,상동역8번출구세이브존,1
202305.0,새안의원,1
202305.0,서교동,1
202305.0,서창이편한세상1002동,1
202305.0,서초아트자이아파트,1
202305.0,성문아파트(문화연립),1
202305.0,성원아파트,1
202305.0,송도중학교,1
202305.0,송림고개(도화신동아아파트),1
202305.0,송림오거리,1
202305.0,송학둥지아파트,1
202305.0,숭의역(1번출구),1
202305.0,신동아아파트4차,1
202305.0,신동아아파트8차,1
202305.0,신라아파트,1
202305.0,신비마을아파트(112동),1
202305.0,신중동역4번출구.롯데백화점,1
202305.0,신중동역6번출구.중흥중학교,1
202305.0,신흥시장,1
202305.0,심곡극동아파트,1
202305.0,십정2동행정복지센터,1
202305.0,아시아드경기장(공촌사거리)역,1
202305.0,양재역,1
202305.0,엑슬루타워,1
202305.0,연안부두(신선초등학교),1
202305.0,연합의원,1
202305.0,영남아파트,1
202305.0,올리브백화점,1
202305.0,용남시장,1
202305.0,용일초등학교,1
202305.0,용현동농협,1
202305.0,유원아파트,1
202305.0,윤성아파트(인항고교),1
202305.0,은봉초등학교,1
202305.0,인천가정법원.인천지방법원등기국,1
202305.0,인천논현중학교,1
202305.0,인천대공원,1
202305.0,인천뷰티예술고등학교,1
202305.0,인천재능대학교서문,1
202305.0,정병원,1
202305.0,정부인천지방합동청사,1
202305.0,제물포역(동양빌딩),1
202305.0,제운사거리(청년창업특화거리),1
202305.0,진흥아파트,1
202305.0,태평아파트.주안한신휴플러스아파트,1
202305.0,태화.두진아파트,1
202305.0,토지금고,1
202305.0,토지금고시장앞,1
202305.0,풍림1차아파트,1
202305.0,하나아파트,1
202305.0,학익시장앞,1
202305.0,한국국토정보공사인천북부지사,1
202305.0,한라아파트,1
202305.0,현광아파트,1
202305.0,현광아파트(호산부인과),1
202305.0,현대4차아파트,1
202305.0,현대아파트,1
202305.0,효성상아아파트,1
202305.0,힐스테이트학익104동앞,1
202305.0,힐캐슬프라자,1
202305.0,힘찬병원,1
202306.0,주안역환승정류장,213
202306.0,인하대역(7번출구),91
202306.0,롯데백화점(인천터미널),88
202306.0,남중학교,67
202306.0,주안역,63
202306.0,동인천,51
202306.0,인하대역(1번출구),45
202306.0,신기.남부종합시장(진흥사거리),44
202306.0,용현시장,38
202306.0,송내역남부,37
202306.0,동인천역,34
202306.0,(구)시민회관사거리,33
202306.0,토지금고시장,33
202306.0,정석항공과학고,29
202306.0,풍림아이원아파트,28
202306.0,원흥아파트,27
202306.0,문학초등학교,26
202306.0,제물포역,23
202306.0,강남역서초현대타워앞,22
202306.0,현대3차아파트,21
202306.0,구월2동행정복지센터,20
202306.0,주안7동행정복지센터,20
202306.0,송도유원지(도로교통공단),18
202306.0,수봉마을쉼터,18
202306.0,인명여자고등학교,17
202306.0,호반써밋송도,17
202306.0,인하대후문,16
202306.0,홍대입구역,16
202306.0,인천향교유림회관,15
202306.0,청능로사거리,15
202306.0,신포시장,14
202306.0,장미아파트,14
202306.0,대동아파트,13
202306.0,인천대입구역,13
202306.0,기점(미정차),12
202306.0,나사렛국제병원앞,12
202306.0,신동아아파트,12
202306.0,주안3동행정복지센터,12
202306.0,금호2차아파트,11
202306.0,벽산이삭아파트,11
202306.0,인천미래생활고등학교,11
202306.0,두산위브아파트,10
202306.0,송도파크레인동일하이빌,10
202306.0,용일사거리,10
202306.0,계룡리슈빌,9
202306.0,동막역(1번출구),9
202306.0,동아풍림아파트,9
202306.0,연학초등학교,9
202306.0,관교여자중학교,8
202306.0,신동아아파트3차,8
202306.0,학익사거리(동아풍림아파트),8
202306.0,합정역,8
202306.0,신비마을아파트,7
202306.0,학익고등학교,7
202306.0,남동구청,6
202306.0,대림아파트,6
202306.0,부평역,6
202306.0,숭의초등학교,6
202306.0,신동아3차아파트,6
202306.0,신중동역6번출구.중흥중학교,6
202306.0,신창아파트,6
202306.0,쌍용아파트,6
202306.0,용정초등학교,6
202306.0,인천향교.인천도호부청사,6
202306.0,인하대역4번출구,6
202306.0,학산사거리,6
202306.0,학산소극장,6
202306.0,금호아파트,5
202306.0,남광로얄아파트,5
202306.0,도화오거리,5
202306.0,미송초등학교,5
202306.0,용현초등학교입구,5
202306.0,인천기계공고,5
202306.0,간석오거리(인천웨딩홀),4
202306.0,검암역(시내방면),4
202306.0,길병원,4
202306.0,남동구청후문(남동등기소),4
202306.0,도림주공1단지,4
202306.0,로얄아파트,4
202306.0,루원이편한세상하늘채(125동),4
202306.0,문학경기장(야구장),4
202306.0,문학경로당,4
202306.0,백운역,4
202306.0,벽산아파트(미추홀도서관),4
202306.0,삼영아파트,4
202306.0,서창퍼스트뷰후문,4
202306.0,석바위,4
202306.0,송도풍림아이원2단지,4
202306.0,수봉공원,4
202306.0,시민의숲.양재꽃시장,4
202306.0,신동아아파트(B),4
202306.0,신동아아파트5차,4
202306.0,아주아파트.미추홀학교,4
202306.0,용현3동행정복지센터.보훈병원,4
202306.0,용현고개,4
202306.0,월드메르디앙아파트,4
202306.0,인천소방본부,4
202306.0,중구문화회관,4
202306.0,태화두진아파트,4
202306.0,CJ인천2공장,3
202306.0,교대역,3
202306.0,구월아시아드6단지,3
202306.0,굴다리오거리,3
202306.0,길병원사거리,3
202306.0,대인고등학교,3
202306.0,라이프아파트,3
202306.0,문학우체국,3
202306.0,미추홀구청입구,3
202306.0,백산아파트,3
202306.0,백운프라자,3
202306.0,법원.검찰청,3
202306.0,부천시청역1번출구,3
202306.0,부천시청역3번출구.경기예고.현대백화점,3
202306.0,서창센트럴푸르지오,3
202306.0,석암초등학교앞,3
202306.0,송도파크자이,3
202306.0,신천동,3
202306.0,약대사거리,3
202306.0,양재역,3
202306.0,인천논현중학교,3
202306.0,인천뷰티예술고등학교,3
202306.0,인천의료원,3
202306.0,풍림1차아파트,3
202306.0,하늘휴게소,3
202306.0,학익2동행정복지센터,3
202306.0,학익시장(법원검찰청),3
202306.0,학익시장앞,3
202306.0,힐스테이트푸르지오주안,3
202306.0,SK스카이뷰104동,2
202306.0,검암사거리,2
202306.0,극동.금호아파트,2
202306.0,남동세무서,2
202306.0,남촌풍림2차아파트,2
202306.0,논현14단지등대마을휴먼시아아파트,2
202306.0,대우푸르지오복합상가,2
202306.0,독정이고개,2
202306.0,롯데슈퍼,2
202306.0,루원이편한세상하늘채(112동),2
202306.0,만수4동주민센터,2
202306.0,만수주공4단지,2
202306.0,모래내시장역(3번출구),2
202306.0,무지개아파트(동남아파트),2
202306.0,배다리,2
202306.0,복지회관,2
202306.0,부평시장,2
202306.0,삼익.광명아파트,2
202306.0,서교동,2
202306.0,서초역,2
202306.0,서화초등학교(도화e편한세상),2
202306.0,송림4동행정복지센터,2
202306.0,숭의2동행정복지센터,2
202306.0,숭의로터리,2
202306.0,시민공원,2
202306.0,신동아아파트8차,2
202306.0,신라아파트,2
202306.0,신선초등학교앞,2
202306.0,용현고가교,2
202306.0,용현중학교,2
202306.0,유원아파트,2
202306.0,은지초등학교사거리,2
202306.0,이대역,2
202306.0,인수초등학교,2
202306.0,인천교통공사,2
202306.0,인하대병원,2
202306.0,정광아파트(병무청),2
202306.0,제물포역(동양빌딩),2
202306.0,진흥아파트,2
202306.0,충정로역2호선,2
202306.0,풍림아파트,2
202306.0,하나로쇼핑,2
202306.0,학익동성당앞,2
202306.0,한국아파트,2
202306.0,한양아파트,2
202306.0,항운아파트,2
202306.0,현광아파트후문,2
202306.0,효성상아아파트,2
202306.0,힐캐슬프라자,2
202306.0,SK스카이뷰109동,1
202306.0,e편한세상정문,1
202306.0,가좌농협,1
202306.0,건설기술교육원,1
202306.0,검바위역,1
202306.0,검암중학교,1
202306.0,경남아너스빌아파트,1
202306.0,관교중학교(약수터),1
202306.0,교보생명,1
202306.0,구월도매전통시장,1
202306.0,구월아시아드8단지,1
202306.0,구월아시아드은빛호수공원,1
202306.0,굴다리입구,1
202306.0,남동경찰서.남촌농산물도매시장,1
202306.0,남동중학교,1
202306.0,남동초등학교,1
202306.0,남인천농협백운지점,1
202306.0,남인천여자중학교,1
202306.0,남촌풍림3차아파트,1
202306.0,논현11단지단풍마을A정문,1
202306.0,논현14단지등대마을,1
202306.0,논현사거리,1
202306.0,도화IC,1
202306.0,동교동삼거리,1
202306.0,동원아파트,1
202306.0,동춘2동행정복지센터,1
202306.0,동춘마을아파트,1
202306.0,두산아파트,1
202306.0,롯데월드타워,1
202306.0,문학고개,1
202306.0,문학정보고입구,1
202306.0,벽산.이삭아파트,1
202306.0,부원중학교,1
202306.0,부평구청,1
202306.0,삼미시장,1
202306.0,삼성빌라(종점),1
202306.0,삼환아파트,1
202306.0,상동역1번출구.부천터미널소풍.홈플러스,1
202306.0,상동역8번출구세이브존,1
202306.0,새안의원,1
202306.0,서울역,1
202306.0,서창이편한세상1002동,1
202306.0,석남신사거리,1
202306.0,선바위역,1
202306.0,선유고등학교,1
202306.0,성문아파트(문화연립),1
202306.0,센타빌딩,1
202306.0,송도라마다호텔앞,1
202306.0,송도중학교,1
202306.0,송림오거리,1
202306.0,송학둥지아파트,1
202306.0,순복음교회,1
202306.0,신동아1.2차아파트,1
202306.0,신명아파트.대우3차아파트,1
202306.0,신선초등학교,1
202306.0,신성성결교회(올림피아병원),1
202306.0,신촌오거리.현대백화점,1
202306.0,신한빌딩,1
202306.0,신흥교통,1
202306.0,심곡극동아파트,1
202306.0,아시아드경기장(공촌사거리)역,1
202306.0,여성의광장,1
202306.0,연안아파트,1
202306.0,영남아파트,1
202306.0,올리브백화점,1
202306.0,옹진군청,1
202306.0,용남파출소,1
202306.0,용현동농협,1
202306.0,우진아파트,1
202306.0,윤성아파트(인항고교),1
202306.0,은봉초등학교,1
202306.0,은행초등학교,1
202306.0,인천대공원,1
202306.0,인천시청후문,1
202306.0,인천예림학교(인천성모병원),1
202306.0,인천지방법원,1
202306.0,인하대정문,1
202306.0,임광그대가103동,1
202306.0,작은구월사거리,1
202306.0,장미아파트(19동)앞,1
202306.0,제물포시장,1
202306.0,주안사거리,1
202306.0,주안현대아파트,1
202306.0,중구노인복지회관,1
202306.0,태평아파트,1
202306.0,태화.두진아파트,1
202306.0,하나아파트,1
202306.0,한신아파트,1
202306.0,현대4차아파트,1
202306.0,현대아파트,1
202306.0,힐스테이트학익104동앞,1
202307.0,주안역환승정류장,211
202307.0,롯데백화점(인천터미널),122
202307.0,인하대역(7번출구),97
202307.0,남중학교,67
202307.0,주안역,63
202307.0,신기.남부종합시장(진흥사거리),53
202307.0,송내역남부,48
202307.0,동인천역,45
202307.0,토지금고시장,42
202307.0,동인천,40
202307.0,인하대역(1번출구),37
202307.0,강남역서초현대타워앞,36
202307.0,(구)시민회관사거리,35
202307.0,원흥아파트,34
202307.0,제물포역,34
202307.0,부천시청역3번출구.경기예고.현대백화점,28
202307.0,풍림아이원아파트,26
202307.0,용현시장,23
202307.0,문학초등학교,22
202307.0,홍대입구역,22
202307.0,인하대후문,21
202307.0,호반써밋송도,20
202307.0,주안7동행정복지센터,18
202307.0,신동아아파트,17
202307.0,수봉마을쉼터,16
202307.0,현대3차아파트,16
202307.0,신포시장,14
202307.0,금호2차아파트,13
202307.0,벽산이삭아파트,13
202307.0,주안3동행정복지센터,13
202307.0,인명여자고등학교,12
202307.0,용일사거리,11
202307.0,계룡리슈빌,10
202307.0,동막역(1번출구),10
202307.0,동아풍림아파트,10
202307.0,송도유원지(도로교통공단),10
202307.0,인천기계공고,10
202307.0,인천향교유림회관,10
202307.0,정석항공과학고,10
202307.0,청능로사거리,10
202307.0,신동아아파트3차,9
202307.0,신비마을아파트,9
202307.0,아주아파트.미추홀학교,9
202307.0,학익사거리(동아풍림아파트),9
202307.0,대동아파트,8
202307.0,두산위브아파트,8
202307.0,삼미시장,8
202307.0,연학초등학교,8
202307.0,나사렛국제병원앞,7
202307.0,도림주공1단지,7
202307.0,미송초등학교,7
202307.0,부평역,7
202307.0,신동아아파트5차,7
202307.0,쌍용아파트,7
202307.0,용정초등학교,7
202307.0,인천미래생활고등학교,7
202307.0,장미아파트,7
202307.0,복지회관,6
202307.0,석바위,6
202307.0,인천소방본부,6
202307.0,인하대역4번출구,6
202307.0,합정역,6
202307.0,기점(미정차),5
202307.0,길병원,5
202307.0,남동구청후문(남동등기소),5
202307.0,백산아파트,5
202307.0,삼영아파트,5
202307.0,송도파크레인동일하이빌,5
202307.0,용현초등학교입구,5
202307.0,인천향교.인천도호부청사,5
202307.0,중구문화회관,5
202307.0,태화두진아파트,5
202307.0,토지금고시장앞,5
202307.0,학익고등학교,5
202307.0,가좌농협,4
202307.0,관교여자중학교,4
202307.0,관교중학교(약수터),4
202307.0,교대역,4
202307.0,구월아시아드8단지,4
202307.0,금호아파트,4
202307.0,도화오거리,4
202307.0,라이프아파트,4
202307.0,무지개아파트(동남아파트),4
202307.0,문학경기장(야구장),4
202307.0,백운역,4
202307.0,벽산아파트(미추홀도서관),4
202307.0,서교동,4
202307.0,서창119안전센터,4
202307.0,서창센트럴푸르지오,4
202307.0,서창퍼스트뷰후문,4
202307.0,신동아아파트(B),4
202307.0,신성성결교회(올림피아병원),4
202307.0,신창아파트,4
202307.0,용현고가교,4
202307.0,용현고개,4
202307.0,월드메르디앙아파트,4
202307.0,인하대정문,4
202307.0,진흥아파트,4
202307.0,풍림1차아파트,4
202307.0,풍림아파트,4
202307.0,학익2동행정복지센터,4
202307.0,학익시장(법원검찰청),4
202307.0,CJ인천2공장,3
202307.0,길병원사거리,3
202307.0,남동세무서,3
202307.0,대인고등학교,3
202307.0,도림아이파크아파트,3
202307.0,루원이편한세상하늘채(125동),3
202307.0,상동역1번출구.부천터미널소풍.홈플러스,3
202307.0,송도풍림아이원2단지,3
202307.0,숭의로터리,3
202307.0,숭의초등학교,3
202307.0,신천동,3
202307.0,용남파출소,3
202307.0,유원아파트,3
202307.0,인천대입구역,3
202307.0,학산사거리,3
202307.0,학산소극장,3
202307.0,검암사거리,2
202307.0,굴다리오거리,2
202307.0,남구평생학습센터,2
202307.0,남동경찰서.남촌농산물도매시장,2
202307.0,남인천여자중학교,2
202307.0,대림아파트,2
202307.0,독정이고개,2
202307.0,로얄아파트,2
202307.0,루에블리아파트,2
202307.0,만수4동주민센터,2
202307.0,미추홀구청,2
202307.0,배다리,2
202307.0,백운프라자,2
202307.0,법원.검찰청,2
202307.0,부원중학교,2
202307.0,삼익.광명아파트,2
202307.0,석암초등학교앞,2
202307.0,선바위역,2
202307.0,선유고등학교,2
202307.0,센타빌딩,2
202307.0,송도중학교,2
202307.0,송도파크자이,2
202307.0,송림4동행정복지센터,2
202307.0,송림오거리,2
202307.0,수봉공원,2
202307.0,숭의2동행정복지센터,2
202307.0,신동아3차아파트,2
202307.0,신동아아파트8차,2
202307.0,신명아파트.대우3차아파트,2
202307.0,신선초등학교,2
202307.0,신천역.문화의거리,2
202307.0,신흥시장,2
202307.0,용현3동행정복지센터.보훈병원,2
202307.0,운연역,2
202307.0,윤성아파트(인항고교),2
202307.0,인수초등학교,2
202307.0,인천교통공사,2
202307.0,인천뷰티예술고등학교,2
202307.0,인천예림학교(인천성모병원),2
202307.0,인천정보과학고등학교,2
202307.0,인하대병원,2
202307.0,장천사거리,2
202307.0,토지금고,2
202307.0,학익사거리,2
202307.0,학익시장앞,2
202307.0,한양아파트,2
202307.0,현광아파트후문,2
202307.0,현대아파트,2
202307.0,효성상아아파트,2
202307.0,힐스테이트푸르지오주안,2
202307.0,힘찬병원,2
202307.0,SKLPG충전사업소,1
202307.0,SK스카이뷰104동,1
202307.0,e편한세상정문,1
202307.0,가정(루원시티)역,1
202307.0,가현중학교,1
