이용자유형,정류장,count
장애인,주안7동행정복지센터,61
장애인,인명여자고등학교,58
장애인,송도유원지(도로교통공단),49
장애인,토지금고시장,49
장애인,인하대역(1번출구),44
장애인,벽산이삭아파트,41
장애인,부천시청역3번출구.경기예고.현대백화점,41
장애인,정석항공과학고,37
장애인,인하대후문,36
장애인,원흥아파트,35
장애인,인천미래생활고등학교,35
장애인,시민의숲.양재꽃시장,34
장애인,주안사거리,32
장애인,연학초등학교,31
장애인,용현고개,29
장애인,제물포역,29
장애인,신비마을아파트,27
장애인,인하대병원,27
장애인,석암초등학교앞,26
장애인,신포시장,24
장애인,동막역(1번출구),23
장애인,배다리,21
장애인,강남역서초현대타워앞,18
장애인,길병원,18
장애인,석바위,18
장애인,용일사거리,18
장애인,학산소극장,18
장애인,학익고등학교,18
장애인,학익사거리(동아풍림아파트),18
장애인,현대3차아파트,18
장애인,남동세무서,17
장애인,대동아파트,17
장애인,문학초등학교,17
장애인,부평역,17
장애인,인천기계공고,17
장애인,인천의료원,17
장애인,서초역,16
장애인,용정초등학교,16
장애인,CJ인천2공장,15
장애인,도림주공1단지,15
장애인,두산위브아파트,15
장애인,신선초등학교앞,15
장애인,인천예림학교(인천성모병원),15
장애인,문학경로당,14
장애인,백산아파트,14
장애인,용남파출소,14
장애인,용현고가교,13
장애인,주안3동행정복지센터,13
장애인,학익시장(법원검찰청),13
장애인,주안파크자이더플래티넘아파트,12
장애인,굴다리오거리,11
장애인,동아풍림아파트,11
장애인,로얄아파트,11
장애인,부평구청,11
장애인,유원아파트,11
장애인,인천향교.인천도호부청사,11
장애인,금호2차아파트,10
장애인,대림아파트,10
장애인,법원.검찰청,10
장애인,삼영아파트,10
장애인,서초아트자이아파트,10
장애인,수봉마을쉼터,10
장애인,신동아3차아파트,10
장애인,신동아아파트(B),10
장애인,올리브백화점,10
장애인,청능로사거리,10
장애인,합정역,10
장애인,금호타운,9
장애인,무지개아파트(동남아파트),9
장애인,삼미시장,9
장애인,약대사거리,9
장애인,운연역,9
장애인,인천소방본부,9
장애인,장미아파트,9
장애인,주안현대아파트,9
장애인,풍림1차아파트,9
장애인,하나로쇼핑,9
장애인,학익2동행정복지센터,9
장애인,검바위역,8
장애인,교대역,8
장애인,굴다리입구,8
장애인,나사렛국제병원앞,8
장애인,송도파크자이,8
장애인,숭의로터리,8
장애인,용현초등학교입구,8
장애인,인하대정문,8
장애인,풍림아이원아파트,8
장애인,남동구청,7
장애인,벽산아파트(미추홀도서관),7
장애인,송도풍림아이원2단지,7
장애인,용현3동행정복지센터.보훈병원,7
장애인,인천용학초등학교,7
장애인,진흥아파트,7
장애인,학익시장,7
장애인,항운아파트,7
장애인,호반써밋송도,7
장애인,힐스테이트푸르지오주안,7
장애인,SK주유소앞,6
장애인,검암사거리,6
장애인,계룡리슈빌,6
장애인,금호아파트,6
장애인,기점(미정차),6
장애인,남광로얄아파트,6
장애인,남동초등학교,6
장애인,미추홀구청입구,6
장애인,상동역1번출구.부천터미널소풍.홈플러스,6
장애인,선바위역,6
장애인,송도파크레인동일하이빌,6
장애인,시민공원,6
장애인,신동아1.2차아파트,6
장애인,신동아아파트3차,6
장애인,신중동역6번출구.중흥중학교,6
장애인,신창아파트,6
장애인,인천교통공사,6
장애인,홍익자원,6
장애인,가정(루원시티)역,5
장애인,남동체육관(체조경기장),5
장애인,남인천여자중학교,5
장애인,도림아이파크아파트,5
장애인,도화오거리,5
장애인,독정이고개,5
장애인,미송초등학교,5
장애인,백운역,5
장애인,부천시청역1번출구,5
장애인,서울역,5
장애인,석남신사거리,5
장애인,송도라마다호텔앞,5
장애인,수봉공원,5
장애인,숭의2동행정복지센터,5
장애인,숭의교회,5
장애인,인천가정법원.인천지방법원등기국,5
장애인,정광아파트.만수주공11단지,5
장애인,제물포역(동양빌딩),5
장애인,남인천세무서,4
장애인,문학우체국,4
장애인,문학정보고입구,4
장애인,미추홀구청,4
장애인,순복음교회,4
장애인,숭의역(2번출구),4
장애인,신동아아파트4차,4
장애인,신동아아파트5차,4
장애인,신비마을아파트(112동),4
장애인,아주아파트.미추홀학교,4
장애인,용현중학교,4
장애인,이대역,4
장애인,인천교회,4
장애인,인천대입구역,4
장애인,인하대병원입구,4
장애인,인하대역4번출구,4
장애인,장미아파트(19동)앞,4
장애인,재흥시장,4
장애인,중구문화회관,4
장애인,태화두진아파트,4
장애인,풍림아파트,4
장애인,현광아파트후문,4
장애인,e편한세상정문,3
장애인,간석오거리(인천웨딩홀),3
장애인,구월중학교,3
장애인,논현사거리,3
장애인,복지회관,3
장애인,부평시장,3
장애인,서창퍼스트뷰후문,3
장애인,석락아파트,3
장애인,석암초등학교,3
장애인,선유고등학교,3
장애인,송림4동행정복지센터,3
장애인,송림오거리,3
장애인,신천역.문화의거리,3
장애인,신촌오거리.현대백화점,3
장애인,쌍용아파트,3
장애인,아현역,3
장애인,양재역,3
장애인,연희동행정복지센터,3
장애인,월드메르디앙아파트,3
장애인,인천지방법원,3
장애인,장천사거리,3
장애인,정병원,3
장애인,태평아파트,3
장애인,토지금고시장앞,3
장애인,학익사거리,3
장애인,한국아파트,3
장애인,한신아파트,3
장애인,한양아파트,3
장애인,한진아파트,3
장애인,현대시장,3
장애인,홍대입구역,3
장애인,힘찬병원,3
장애인,검암역(시내방면),2
장애인,경남아너스빌아파트,2
장애인,관교중학교(약수터),2
장애인,교통방송사거리,2
장애인,구월도매전통시장,2
장애인,구월아시아드8단지,2
장애인,극동.금호아파트,2
장애인,금호어울림아파트,2
장애인,동교동삼거리,2
장애인,모래내시장역(3번출구),2
장애인,미추홀도서관.인천신월초등학교,2
장애인,방죽삼거리,2
장애인,백마장입구,2
장애인,백운프라자,2
장애인,벽산.이삭아파트,2
장애인,부원중학교,2
장애인,삼성빌라(종점),2
장애인,성원아파트,2
장애인,소래풍림아파트,2
장애인,송도재래시장,2
장애인,송도중학교,2
장애인,연안부두어시장,2
장애인,옹진군청,2
장애인,용남시장,2
장애인,우림필유아파트,2
장애인,월곶동주민센터.월곶포구,2
장애인,윤성아파트(인항고교),2
장애인,인천시청후문,2
장애인,인천정보과학고등학교,2
장애인,인천항신국제여객터미널,2
장애인,임광그대가103동,2
장애인,정광아파트(병무청),2
장애인,충정로역2호선,2
장애인,하나아파트,2
장애인,하늘휴게소,2
장애인,한국국토정보공사인천북부지사,2
장애인,현대5차아파트,2
장애인,현대아파트,2
장애인,힐캐슬프라자,2
장애인,SK스카이뷰109동,1
장애인,가좌농협,1
장애인,간석사거리,1
장애인,경남아너스빌,1
장애인,교보생명,1
장애인,구월아시아드6단지,1
장애인,굴포천역(롯데마트),1
장애인,길병원사거리,1
장애인,남동중학교,1
장애인,논현12단지산뒤마을,1
장애인,논현14단지등대마을휴먼시아아파트,1
장애인,논현9단지냇마을신영지웰A정문,1
장애인,대우푸르지오복합상가,1
장애인,대인고등학교,1
장애인,동막역(3번출구),1
장애인,동양화학,1
장애인,동춘동종점,1
장애인,라이프아파트,1
장애인,래미안아파트파이낸셜뉴스,1
장애인,랜드마크시티센트럴더샵(106동),1
장애인,루원시티사거리,1
장애인,루원이편한세상하늘채(112동),1
장애인,마린월드,1
장애인,문학경기장(월드컵경기장),1
장애인,보훈회관,1
장애인,부평구청·부평세무서,1
장애인,삼익.광명아파트,1
장애인,삼환아파트,1
장애인,상동역8번출구세이브존,1
장애인,상수도사업본부(스마트타운),1
장애인,서교동,1
장애인,서창센트럴푸르지오,1
장애인,서화초등학교(도화e편한세상),1
장애인,석건연립,1
장애인,성웅아파트,1
장애인,소래포구입구,1
장애인,송도파크자이아파트,1
장애인,신일교회,1
장애인,신중동역5번출구.중흥중학교,1
장애인,신천연합병원,1
장애인,신촌오거리.2호선신촌역,1
장애인,신흥교통입구,1
장애인,신흥시장,1
장애인,양곡도매시장,1
장애인,연안부두(신선초등학교),1
장애인,우진아파트,1
장애인,인천출입국.외국인청,1
장애인,태평아파트.주안한신휴플러스아파트,1
장애인,태화.두진아파트,1
장애인,학산사거리,1
장애인,해양경찰청,1
장애인,현광아파트(호산부인과),1
청소년,인하대역(7번출구),359
청소년,주안역환승정류장,309
청소년,동인천역,252
청소년,롯데백화점(인천터미널),221
청소년,인하대역(1번출구),136
청소년,남중학교,126
청소년,주안역,126
청소년,풍림아이원아파트,121
청소년,신동아아파트,97
청소년,제물포역,97
청소년,강남역서초현대타워앞,94
청소년,나사렛국제병원앞,87
청소년,원흥아파트,82
청소년,현대3차아파트,76
청소년,문학초등학교,74
청소년,홍대입구역,73
청소년,인하대후문,70
청소년,정석항공과학고,68
청소년,수봉마을쉼터,52
청소년,인명여자고등학교,44
청소년,동아풍림아파트,42
청소년,장미아파트,39
청소년,인천대입구역,33
청소년,부평역,32
청소년,청능로사거리,32
청소년,학익고등학교,30
청소년,주안7동행정복지센터,29
청소년,관교여자중학교,28
청소년,도림주공1단지,25
청소년,인천미래생활고등학교,23
청소년,신성성결교회(올림피아병원),21
청소년,태화두진아파트,21
청소년,(구)시민회관사거리,20
청소년,관교중학교(약수터),20
청소년,용현시장,20
청소년,대인고등학교,19
청소년,두산위브아파트,19
청소년,인하대역4번출구,19
청소년,구월아시아드6단지,18
청소년,인천향교유림회관,17
청소년,학산사거리,17
청소년,한양아파트,17
청소년,삼영아파트,16
청소년,신동아아파트3차,16
청소년,호반써밋송도,16
청소년,루원이편한세상하늘채(125동),15
청소년,삼익.광명아파트,15
청소년,송내역남부,15
청소년,토지금고시장,15
청소년,도화오거리,13
청소년,동막역(1번출구),13
청소년,아주아파트.미추홀학교,13
청소년,루원이편한세상하늘채(112동),12
청소년,계룡리슈빌,11
청소년,상동역8번출구세이브존,11
청소년,신동아아파트5차,11
청소년,서창센트럴푸르지오,10
청소년,하늘휴게소,10
청소년,남동구청후문(남동등기소),9
청소년,동막역(3번출구),9
청소년,문학정보고입구,9
청소년,벽산이삭아파트,9
청소년,부천시청역3번출구.경기예고.현대백화점,9
청소년,용현중학교,9
청소년,월드메르디앙아파트,9
청소년,인천향교.인천도호부청사,9
청소년,인하대정문,9
청소년,토지금고,9
청소년,대림아파트,8
청소년,송학둥지아파트,8
청소년,인천뷰티예술고등학교,8
청소년,선바위역,7
청소년,송도유원지(도로교통공단),7
청소년,송림4동행정복지센터,7
청소년,신일교회,7
청소년,용정초등학교,7
청소년,인천논현중학교,7
청소년,학익사거리(동아풍림아파트),7
청소년,e편한세상정문,6
청소년,검바위역,6
청소년,금호2차아파트,6
청소년,남인천여자중학교,6
청소년,남촌풍림3차아파트,6
청소년,신동아3차아파트,6
청소년,연학초등학교,6
청소년,우진아파트,6
청소년,주안3동행정복지센터,6
청소년,합정역,6
청소년,현대4차아파트,6
청소년,구월2동행정복지센터,5
청소년,금호타운,5
청소년,백운프라자,5
청소년,부천시청역1번출구,5
청소년,신중동역6번출구.중흥중학교,5
청소년,신포시장,5
청소년,약대사거리,5
청소년,용현고가교,5
청소년,주안파크자이더플래티넘아파트,5
청소년,현광아파트,5
청소년,금호아파트,4
청소년,도림아이파크아파트,4
청소년,독정이고개,4
청소년,상동역1번출구.부천터미널소풍.홈플러스,4
청소년,서교동,4
청소년,서창119안전센터,4
청소년,숭의2동행정복지센터,4
청소년,용현초등학교입구,4
청소년,유원아파트,4
청소년,장미아파트(19동)앞,4
청소년,장천사거리,4
청소년,정병원,4
청소년,풍림아파트,4
청소년,학익동성당앞,4
청소년,한국아파트,4
청소년,가좌농협,3
청소년,건설기술교육원,3
청소년,구월아시아드은빛호수공원,3
청소년,기점(미정차),3
청소년,남동초등학교,3
청소년,동산고,3
청소년,서창퍼스트뷰후문,3
청소년,석락아파트,3
청소년,석암초등학교,3
청소년,송도풍림아이원2단지,3
청소년,수봉공원,3
청소년,숭의로터리,3
청소년,숭의역(1번출구),3
청소년,심곡극동아파트,3
청소년,엑슬루타워,3
청소년,옥골사거리,3
청소년,용일사거리,3
청소년,인천기계공고,3
청소년,인하대병원,3
청소년,하나아파트,3
청소년,굴다리입구,2
청소년,극동.금호아파트,2
청소년,남광로얄아파트,2
청소년,논현14단지등대마을휴먼시아아파트,2
청소년,라이프아파트,2
청소년,로얄아파트,2
청소년,모래내시장역(1번출구),2
청소년,문학경기장(야구장),2
청소년,미추홀구청,2
청소년,방촌공원,2
청소년,서초역,2
청소년,송도고입구,2
청소년,숭의초등학교,2
청소년,신기.남부종합시장(진흥사거리),2
청소년,신동아1.2차아파트,2
청소년,신동아아파트8차,2
청소년,신선초등학교앞,2
청소년,신창아파트,2
청소년,아시아드경기장(공촌사거리)역,2
청소년,옹진군청,2
청소년,은지초등학교사거리,2
청소년,이대역,2
청소년,인천교통공사,2
청소년,인천정보과학고등학교,2
청소년,재흥시장,2
청소년,정부인천지방합동청사,2
청소년,태화.두진아파트,2
청소년,한국국토정보공사인천북부지사,2
청소년,한국전력,2
청소년,현대5차아파트,2
청소년,힐스테이트푸르지오주안,2
청소년,힘찬병원,2
청소년,간석사거리,1
청소년,간석오거리(인천웨딩홀),1
청소년,경남아파트,1
청소년,공작아파트,1
청소년,교대역,1
청소년,길병원사거리,1
청소년,남동세무서,1
청소년,논고개길,1
청소년,논현14단지등대마을,1
청소년,도림육교,1
청소년,도림주공208동,1
청소년,동교동삼거리,1
청소년,동인천,1
청소년,두산아파트,1
청소년,랜드마크시티센트럴더샵(106동),1
청소년,롯데슈퍼,1
청소년,루에블리아파트,1
청소년,만수4동주민센터,1
청소년,모래내시장역(4번출구),1
청소년,문학경로당,1
청소년,문학우체국,1
청소년,미송초등학교,1
청소년,미추홀구청입구,1
청소년,미추홀도서관.인천신월초등학교,1
청소년,배다리,1
청소년,백산아파트,1
청소년,법원.검찰청,1
청소년,부평역(북인천우체국),1
청소년,삼성빌라(종점),1
청소년,서구청역(1번출구),1
청소년,석바위,1
청소년,센타빌딩,1
청소년,송도중학교,1
청소년,송도컨벤시아,1
청소년,신라아파트,1
청소년,신선초등학교,1
청소년,신송고등학교,1
청소년,신중동역4번출구.롯데백화점,1
청소년,신중동역5번출구.중흥중학교,1
청소년,아현역,1
청소년,올리브백화점,1
청소년,옹진농협,1
청소년,용남시장,1
청소년,용남파출소,1
청소년,용현고개,1
청소년,윤성아파트(인항고교),1
청소년,인천가톨릭대,1
청소년,인천소방본부,1
청소년,인천재능대학교서문,1
청소년,인화여고,1
청소년,작은구월사거리,1
청소년,중구문화회관,1
청소년,진흥아파트,1
청소년,토지금고시장앞,1
청소년,풍림1차아파트,1
청소년,학익시장,1
청소년,학익여자고등학교,1
청소년,항운아파트,1
청소년,현광아파트후문,1
청소년,효성상아아파트,1
