노선,기종점,월,정류장순번,정류장,이용자유형,합계,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,00,04,01,02,03
517,기점(미정차) - 신창아파트,202308.0,45.0,용현시장,장애인,44,0,0,0,2,13,1,2,0,1,1,4,2,1,11,1,5,0,0,0,0.0,,,,
517,기점(미정차) - 신창아파트,202309.0,45.0,용현시장,장애인,22,0,0,0,1,6,4,1,1,1,4,1,1,1,0,0,0,1,0,0,0.0,,,,
517,기점(미정차) - 신창아파트,202310.0,15.0,동인천역,장애인,45,0,2,0,3,6,5,0,4,3,2,0,4,3,5,2,2,0,0,4,0.0,,,,
517,기점(미정차) - 신창아파트,202311.0,15.0,동인천역,장애인,56,0,1,0,0,5,7,1,3,3,1,2,1,3,3,18,3,0,0,5,0.0,,,,
517,기점(미정차) - 신창아파트,202312.0,15.0,동인천역,장애인,74,0,2,1,4,7,5,1,2,4,2,3,4,4,11,15,3,1,3,2,0.0,,,,
517,기점(미정차) - 신창아파트,202301.0,15.0,동인천역,청소년,379,0,0,4,17,16,2,14,12,14,28,36,24,26,27,29,35,50,32,13,0.0,,,,
517,기점(미정차) - 신창아파트,202302.0,48.0,제물포역,청소년,251,0,1,1,3,8,8,5,12,14,21,34,23,21,24,18,16,20,12,10,0.0,,,,
517,기점(미정차) - 신창아파트,202303.0,48.0,제물포역,청소년,524,0,4,19,6,14,14,9,15,6,12,54,102,93,50,43,28,18,17,20,0.0,,,,
517,기점(미정차) - 신창아파트,202304.0,15.0,동인천역,청소년,797,0,0,10,82,6,5,14,21,30,24,61,128,201,70,38,35,34,21,17,0.0,,,,
517,기점(미정차) - 신창아파트,202305.0,49.0,제물포역,청소년,583,0,3,31,13,18,12,8,12,21,25,46,76,102,57,55,42,26,10,26,0.0,,,,
517,기점(미정차) - 신창아파트,202306.0,45.0,용현시장,청소년,184,0,1,58,42,8,2,5,3,8,7,1,10,13,18,2,5,0,1,0,0.0,,,,
517,기점(미정차) - 신창아파트,202307.0,49.0,제물포역,청소년,449,1,13,17,3,11,11,8,36,23,12,56,51,58,29,40,34,14,18,14,0.0,,,,
517,기점(미정차) - 신창아파트,202308.0,51.0,숭의2동행정복지센터,청소년,83,0,5,6,4,18,3,2,4,2,0,2,14,5,5,5,2,1,5,0,0.0,,,,
517,기점(미정차) - 신창아파트,202309.0,48.0,남중학교,청소년,346,0,0,14,4,10,7,3,17,13,5,101,63,29,24,19,15,12,8,2,0.0,,,,
517,기점(미정차) - 신창아파트,202310.0,39.0,학산사거리,청소년,72,0,0,9,6,24,0,1,0,3,0,9,3,12,4,0,0,1,0,0,0.0,,,,
517,기점(미정차) - 신창아파트,202311.0,39.0,학산사거리,청소년,81,0,0,8,6,15,10,7,2,4,1,4,4,9,4,0,1,4,2,0,0.0,,,,
517,기점(미정차) - 신창아파트,202312.0,39.0,학산사거리,청소년,64,0,1,10,2,18,1,2,1,2,1,2,6,4,6,1,2,4,1,0,0.0,,,,
518,종점(병무청) - 종점(병무청),202301.0,6.0,신동아아파트3차,경로,360,30,5,4,44,45,46,28,37,34,24,25,6,12,7,4,7,2,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202302.0,5.0,인천향교유림회관,경로,398,2,17,6,35,47,45,42,59,41,43,15,23,9,8,3,2,1,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202303.0,5.0,인천향교유림회관,경로,487,7,15,16,57,51,45,47,57,61,38,25,33,19,9,5,2,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202304.0,27.0,신기.남부종합시장(진흥사거리),경로,860,0,3,33,15,53,56,77,84,93,98,108,72,75,30,19,6,24,9,3,2.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202305.0,9.0,신동아아파트5차,경로,306,22,5,8,16,54,35,45,24,26,17,14,12,6,8,3,5,0,5,1,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202306.0,27.0,신기.남부종합시장(진흥사거리),경로,947,2,6,10,26,61,78,116,104,70,107,110,79,63,26,29,20,20,10,10,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202307.0,27.0,신기.남부종합시장(진흥사거리),경로,987,0,8,10,17,60,90,121,118,89,83,95,94,56,39,36,17,43,10,1,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202308.0,28.0,신기.남부종합시장(진흥사거리),경로,1006,0,8,15,17,67,93,115,128,92,83,107,83,69,41,46,7,18,13,4,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202309.0,28.0,신기.남부종합시장(진흥사거리),경로,1050,1,7,27,15,55,82,121,106,91,98,132,105,65,48,27,26,25,14,5,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202310.0,28.0,신기.남부종합시장(진흥사거리),경로,967,0,7,16,14,55,53,100,107,84,118,129,94,69,33,26,14,27,20,1,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202311.0,9.0,신동아아파트5차,경로,323,25,9,10,25,63,36,26,23,39,23,17,9,9,3,2,3,1,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202312.0,28.0,신기.남부종합시장(진흥사거리),경로,931,0,1,11,13,53,50,91,104,111,96,116,96,70,31,12,14,37,24,1,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202301.0,2.0,학익고등학교,국가유공자,22,0,0,2,10,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202302.0,2.0,학익고등학교,국가유공자,29,0,0,3,10,7,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202303.0,46.0,종점(병무청),국가유공자,20,0,0,0,3,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202304.0,5.0,인천향교유림회관,국가유공자,19,0,0,0,0,6,0,1,0,2,3,1,3,2,0,1,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202305.0,5.0,인천향교유림회관,국가유공자,16,0,0,0,1,5,0,1,1,3,2,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202306.0,3.0,대동아파트,국가유공자,37,1,0,0,2,17,1,1,1,3,0,1,0,0,0,0,1,9,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202307.0,3.0,대동아파트,국가유공자,29,0,0,0,0,19,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202308.0,3.0,대동아파트,국가유공자,29,0,1,0,0,18,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202309.0,5.0,인천향교유림회관,국가유공자,13,0,0,0,1,4,1,0,2,1,3,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202310.0,5.0,인천향교유림회관,국가유공자,14,0,0,0,0,7,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202311.0,5.0,인천향교유림회관,국가유공자,14,0,0,0,0,6,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202312.0,5.0,인천향교유림회관,국가유공자,16,0,0,0,0,10,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202301.0,33.0,인천향교유림회관,어린이,60,0,0,0,2,6,0,10,9,8,4,2,6,9,2,2,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202302.0,5.0,인천향교유림회관,어린이,60,0,0,0,1,9,2,1,1,10,1,6,7,15,2,4,0,0,1,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202303.0,8.0,신동아아파트8차,어린이,31,0,0,2,0,3,3,3,1,2,2,4,8,1,1,0,0,1,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202304.0,3.0,대동아파트,어린이,27,0,0,0,11,2,0,0,2,3,2,0,6,1,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202305.0,6.0,신동아아파트3차,어린이,115,0,0,0,1,3,13,3,3,3,18,16,18,7,2,2,18,8,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202306.0,38.0,장미아파트,어린이,36,0,0,0,1,5,0,2,1,1,0,8,5,3,3,0,6,1,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202307.0,5.0,인천향교유림회관,어린이,59,0,0,0,3,7,3,3,4,7,3,0,0,14,5,5,5,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202308.0,9.0,신동아아파트5차,어린이,57,0,0,0,1,5,7,7,4,1,8,1,1,8,1,0,5,7,0,1,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202309.0,8.0,신동아아파트8차,어린이,29,0,0,1,1,4,1,0,1,3,4,2,4,4,0,1,1,2,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202310.0,7.0,신동아아파트4차,어린이,66,0,0,4,0,5,4,0,1,0,16,8,12,10,2,1,1,2,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202311.0,27.0,남광로얄아파트,어린이,68,0,0,0,19,5,1,0,0,4,6,2,7,10,5,4,2,1,2,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202312.0,16.0,교보생명,어린이,32,0,0,0,13,4,1,4,0,2,0,0,3,5,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202301.0,6.0,신동아아파트3차,일반인,6332,236,464,648,679,507,354,358,352,436,340,389,353,345,257,155,252,87,58,52,10.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202302.0,5.0,인천향교유림회관,일반인,5549,290,222,602,560,505,353,395,353,330,311,278,283,260,272,171,159,124,53,26,2.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202303.0,5.0,인천향교유림회관,일반인,6350,261,268,737,703,627,429,400,446,391,395,315,272,287,271,182,182,94,70,20,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202304.0,5.0,인천향교유림회관,일반인,5971,248,232,619,723,591,382,387,427,304,376,296,273,265,270,191,147,143,70,25,2.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202305.0,5.0,인천향교유림회관,일반인,6272,258,249,644,816,538,387,402,426,372,372,301,274,282,339,183,170,139,83,29,8.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202306.0,5.0,인천향교유림회관,일반인,6085,240,281,656,721,607,359,420,408,369,305,293,281,290,276,160,176,138,72,30,3.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202307.0,6.0,신동아아파트3차,일반인,7189,261,500,895,773,526,448,465,431,441,342,307,413,375,271,209,280,151,47,39,15.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202308.0,9.0,신동아아파트5차,일반인,5016,274,411,527,627,538,391,286,319,359,215,222,202,197,147,89,73,51,57,27,4.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202309.0,24.0,(구)시민회관사거리,일반인,11733,147,285,816,830,583,437,581,649,522,548,647,826,948,1081,589,561,573,579,364,167.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202310.0,5.0,인천향교유림회관,일반인,6309,254,410,690,651,542,421,499,420,398,366,282,288,276,249,172,151,101,87,50,2.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202311.0,24.0,(구)시민회관사거리,일반인,12077,141,248,744,816,563,479,546,670,613,569,732,769,994,1223,549,601,636,639,390,155.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202312.0,24.0,(구)시민회관사거리,일반인,12262,123,235,776,785,526,444,518,652,667,626,821,806,972,1143,631,554,672,673,426,212.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202301.0,4.0,하나아파트,장애인,45,0,0,0,2,17,4,3,0,1,2,2,0,1,2,1,5,5,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202302.0,24.0,(구)시민회관사거리,장애인,182,0,3,2,15,9,9,14,12,13,7,21,15,27,16,6,3,4,4,1,1.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202303.0,6.0,신동아아파트3차,장애인,74,20,1,10,4,9,2,8,10,3,3,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202304.0,7.0,신동아아파트4차,장애인,36,0,0,1,2,15,1,6,3,0,1,1,2,1,1,1,0,0,1,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202305.0,7.0,신동아아파트4차,장애인,33,0,0,0,1,15,3,5,2,0,3,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202306.0,24.0,(구)시민회관사거리,장애인,190,2,4,17,13,14,4,8,14,9,11,22,22,18,15,0,2,5,4,2,4.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202307.0,9.0,신동아아파트5차,장애인,68,1,0,1,3,12,13,3,5,7,9,3,1,1,1,3,0,0,4,0,1.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202308.0,7.0,신동아아파트4차,장애인,34,1,0,0,2,18,3,0,1,3,2,2,0,0,0,1,1,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202309.0,7.0,신동아아파트4차,장애인,33,1,0,0,1,14,1,5,3,2,3,1,0,2,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202310.0,6.0,신동아아파트3차,장애인,64,0,1,7,8,15,9,10,5,1,4,1,1,2,0,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202311.0,6.0,신동아아파트3차,장애인,79,3,1,0,5,15,16,16,4,5,4,5,1,2,2,0,0,0,0,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202312.0,9.0,신동아아파트5차,장애인,70,0,4,4,8,12,13,8,6,5,4,1,0,2,2,0,0,0,1,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202301.0,6.0,신동아아파트3차,청소년,427,1,1,19,9,34,16,31,26,35,40,39,46,24,21,18,40,20,3,4,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202302.0,29.0,신동아아파트,청소년,500,0,0,7,9,37,29,37,86,34,45,52,45,43,23,20,12,14,4,2,1.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202303.0,30.0,신동아아파트8차,청소년,617,0,0,72,77,20,0,9,25,26,8,150,104,77,20,19,7,1,2,0,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202304.0,29.0,신동아아파트,청소년,1418,0,1,96,178,22,19,13,27,74,24,268,323,168,84,81,24,9,5,1,1.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202305.0,6.0,신동아아파트3차,청소년,447,2,34,40,38,30,18,17,13,28,12,20,30,32,33,24,29,26,15,4,2.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202306.0,37.0,동아풍림아파트,청소년,730,0,8,95,42,17,15,24,34,20,21,179,46,43,45,35,29,39,22,11,5.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202307.0,29.0,신동아아파트,청소년,1266,0,0,43,146,17,98,162,171,57,28,161,177,86,34,40,20,13,9,1,3.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202308.0,38.0,동아풍림아파트,청소년,727,1,4,63,28,22,14,21,33,41,38,211,72,45,31,42,20,25,11,4,1.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202309.0,28.0,신기.남부종합시장(진흥사거리),청소년,552,1,7,36,196,18,11,15,13,13,16,26,21,52,45,30,23,16,10,3,0.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202310.0,30.0,신동아아파트,청소년,1413,0,0,55,207,16,17,65,148,88,24,261,275,124,58,44,19,1,7,2,2.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202311.0,30.0,신동아아파트,청소년,1451,0,3,68,241,21,42,26,62,48,26,303,270,124,101,65,21,16,7,6,1.0,0.0,0.0,,
518,종점(병무청) - 종점(병무청),202312.0,33.0,신동아아파트3차,청소년,656,3,0,26,294,23,11,29,8,15,24,22,36,42,45,28,14,21,12,1,2.0,0.0,0.0,,
519,기점(미정차) - 신창아파트,202301.0,4.0,대림아파트,경로,38,2,0,0,2,20,4,2,4,0,1,2,0,1,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202302.0,25.0,유원아파트,경로,50,0,0,0,0,18,4,3,16,2,1,6,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202303.0,5.0,토지금고시장,경로,196,0,2,11,23,25,26,27,23,13,8,13,12,4,2,4,2,1,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202304.0,5.0,토지금고시장,경로,198,1,2,15,28,22,19,25,22,20,12,16,9,3,1,0,0,2,1,0,,,,,
519,기점(미정차) - 신창아파트,202305.0,5.0,토지금고시장,경로,203,2,4,19,22,24,27,12,17,13,13,15,11,13,7,2,0,2,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202306.0,5.0,토지금고시장,경로,205,1,4,13,31,32,24,22,21,15,7,12,10,3,2,3,2,1,2,0,0.0,,,,
519,기점(미정차) - 신창아파트,202307.0,51.0,제물포역,경로,128,0,7,2,6,17,6,9,6,7,4,6,18,6,8,3,3,5,6,9,0.0,,,,
519,기점(미정차) - 신창아파트,202308.0,5.0,토지금고시장,경로,186,0,4,6,29,17,21,25,13,25,10,8,8,7,5,4,1,1,2,0,0.0,,,,
519,기점(미정차) - 신창아파트,202309.0,42.0,학익사거리(동아풍림아파트),경로,83,0,0,0,10,23,9,8,12,3,6,2,4,1,1,1,1,1,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202310.0,5.0,토지금고시장,경로,195,0,8,17,34,22,19,23,18,19,12,7,6,3,4,3,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202311.0,5.0,토지금고시장,경로,164,1,10,16,23,20,26,12,6,15,14,3,4,5,6,3,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202312.0,47.0,용현시장,경로,195,0,6,2,4,16,14,12,17,25,22,22,23,5,8,5,6,4,3,1,0.0,,,,
519,기점(미정차) - 신창아파트,202301.0,14.0,동인천,국가유공자,16,0,0,0,1,4,1,0,1,0,1,5,1,1,0,0,0,1,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202302.0,44.0,인하대역4번출구,국가유공자,11,0,0,0,0,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202303.0,44.0,인하대역4번출구,국가유공자,16,0,0,0,2,5,3,2,1,0,0,2,0,0,0,0,1,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202304.0,14.0,동인천,국가유공자,8,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,2,0,1,0,,,,,
519,기점(미정차) - 신창아파트,202305.0,14.0,동인천,국가유공자,21,0,0,0,2,5,1,2,2,0,1,4,0,0,1,1,1,0,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202306.0,45.0,인하대역4번출구,국가유공자,15,0,0,0,1,6,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202307.0,45.0,인하대역4번출구,국가유공자,13,0,0,0,0,4,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202308.0,45.0,인하대역4번출구,국가유공자,12,0,0,0,0,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202309.0,45.0,인하대역4번출구,국가유공자,15,0,0,0,1,4,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202310.0,45.0,인하대역4번출구,국가유공자,20,0,0,0,0,5,7,2,1,3,0,0,0,1,1,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202311.0,45.0,인하대역4번출구,국가유공자,16,0,0,0,0,5,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202312.0,45.0,인하대역4번출구,국가유공자,10,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202301.0,50.0,제물포역,어린이,40,0,0,0,0,3,2,0,1,3,4,4,6,3,4,5,0,3,2,0,0.0,,,,
519,기점(미정차) - 신창아파트,202302.0,49.0,남중학교,어린이,29,0,0,0,2,3,0,0,3,2,0,8,1,1,4,2,0,2,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202303.0,4.0,대림아파트,어린이,13,0,0,1,2,1,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202304.0,1.0,윤성아파트(인항고교),어린이,11,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,,,,,
519,기점(미정차) - 신창아파트,202305.0,2.0,한국아파트,어린이,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202306.0,5.0,토지금고시장,어린이,18,0,0,0,0,1,0,2,0,0,1,0,3,7,3,0,0,0,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202307.0,5.0,토지금고시장,어린이,26,0,0,0,0,2,1,2,0,1,0,3,1,11,3,2,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202308.0,32.0,금호타운,어린이,28,0,0,1,0,4,0,2,0,0,5,1,7,1,7,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202309.0,30.0,토지금고시장앞,어린이,10,0,0,0,0,2,0,1,2,0,0,3,0,1,1,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202310.0,13.0,배다리,어린이,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202311.0,37.0,교통방송사거리,어린이,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202312.0,50.0,남중학교,어린이,20,0,0,0,0,2,2,0,0,0,0,3,6,4,3,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202301.0,50.0,제물포역,일반인,3278,0,37,93,205,161,106,102,120,153,134,140,155,277,409,339,274,268,223,82,0.0,,,,
519,기점(미정차) - 신창아파트,202302.0,5.0,토지금고시장,일반인,2028,61,134,121,226,144,161,150,164,138,122,144,139,93,98,47,49,16,21,0,0.0,,,,
519,기점(미정차) - 신창아파트,202303.0,50.0,제물포역,일반인,3871,0,59,109,298,225,218,136,162,147,146,206,209,317,419,410,237,269,193,111,0.0,,,,
519,기점(미정차) - 신창아파트,202304.0,5.0,토지금고시장,일반인,2220,68,126,165,321,182,154,159,183,145,116,125,135,91,100,56,33,30,31,0,,,,,
519,기점(미정차) - 신창아파트,202305.0,51.0,제물포역,일반인,3747,0,72,98,302,193,154,158,151,166,150,173,269,257,384,422,214,227,256,101,0.0,,,,
519,기점(미정차) - 신창아파트,202306.0,5.0,토지금고시장,일반인,2168,72,143,148,298,144,183,144,162,132,115,123,145,100,90,69,52,25,23,0,0.0,,,,
519,기점(미정차) - 신창아파트,202307.0,51.0,제물포역,일반인,3571,0,153,124,255,140,75,144,117,168,123,133,179,233,410,444,272,244,235,122,0.0,,,,
519,기점(미정차) - 신창아파트,202308.0,51.0,제물포역,일반인,3576,0,130,163,211,143,104,106,126,123,151,124,158,272,349,459,259,292,250,156,0.0,,,,
519,기점(미정차) - 신창아파트,202309.0,51.0,제물포역,일반인,4008,0,141,142,336,224,178,152,121,162,193,158,227,277,371,417,249,265,239,156,0.0,,,,
519,기점(미정차) - 신창아파트,202310.0,51.0,제물포역,일반인,3926,0,109,156,359,200,157,138,115,204,162,170,206,241,316,414,260,315,276,128,0.0,,,,
519,기점(미정차) - 신창아파트,202311.0,51.0,제물포역,일반인,4043,0,41,142,295,240,176,147,143,166,147,186,199,353,437,424,315,274,233,125,0.0,,,,
519,기점(미정차) - 신창아파트,202312.0,51.0,제물포역,일반인,4039,0,58,139,232,259,116,132,153,182,158,180,215,322,445,477,251,292,291,137,0.0,,,,
519,기점(미정차) - 신창아파트,202301.0,37.0,교통방송사거리,장애인,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202302.0,37.0,교통방송사거리,장애인,7,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202303.0,30.0,토지금고시장앞,장애인,13,0,1,0,1,4,1,2,0,0,0,1,0,2,0,1,0,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202304.0,7.0,하나로쇼핑,장애인,11,0,0,0,1,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
519,기점(미정차) - 신창아파트,202305.0,14.0,동인천,장애인,48,0,0,4,4,3,1,1,0,3,2,3,3,5,7,3,3,5,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202306.0,50.0,남중학교,장애인,22,0,0,2,1,4,1,2,0,2,2,1,0,1,1,4,0,0,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202307.0,47.0,용현시장,장애인,23,0,0,1,0,4,3,2,2,0,2,1,2,3,1,1,1,0,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202308.0,15.0,동인천역,장애인,44,0,0,0,2,4,0,2,2,0,1,4,5,3,10,6,3,1,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202309.0,15.0,동인천역,장애인,54,0,0,1,7,11,3,1,6,1,2,2,1,2,10,2,2,1,2,0,0.0,,,,
519,기점(미정차) - 신창아파트,202310.0,15.0,동인천역,장애인,74,0,0,1,4,12,11,3,3,1,2,0,2,10,20,2,0,3,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202311.0,15.0,동인천역,장애인,55,0,0,0,2,5,14,3,9,2,0,2,2,7,3,3,1,2,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202312.0,15.0,동인천역,장애인,47,0,0,0,3,6,8,3,3,1,4,4,5,2,3,3,0,1,1,0,0.0,,,,
519,기점(미정차) - 신창아파트,202301.0,46.0,용현시장,청소년,93,0,0,5,1,8,3,5,11,9,9,6,10,7,1,10,4,2,2,0,0.0,,,,
519,기점(미정차) - 신창아파트,202302.0,31.0,대림아파트,청소년,133,0,3,1,0,12,6,2,5,8,8,8,9,17,16,10,15,11,2,0,0.0,,,,
519,기점(미정차) - 신창아파트,202303.0,50.0,제물포역,청소년,560,0,0,13,26,10,7,10,11,12,8,58,122,68,32,60,53,36,15,19,0.0,,,,
519,기점(미정차) - 신창아파트,202304.0,51.0,제물포역,청소년,132,0,5,3,2,7,4,5,12,11,8,16,4,13,7,10,8,9,6,2,,,,,
519,기점(미정차) - 신창아파트,202305.0,5.0,토지금고시장,청소년,183,0,4,42,10,8,9,4,3,5,4,10,17,23,8,13,6,5,12,0,0.0,,,,
519,기점(미정차) - 신창아파트,202306.0,47.0,용현시장,청소년,248,0,1,103,39,8,5,12,10,8,2,7,6,6,17,10,8,4,2,0,0.0,,,,
