노선,기종점,월,정류장순번,정류장,이용자유형,합계,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,00,04,01,02,03
512,인하대후문 - 인하대후문,202304.0,1.0,용현고가교,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
512,인하대후문 - 인하대후문,202305.0,2.0,용현고개,장애인,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,,,,,
512,인하대후문 - 인하대후문,202306.0,1.0,용현고가교,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
512,인하대후문 - 인하대후문,202307.0,1.0,용현고가교,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
512,인하대후문 - 인하대후문,202308.0,2.0,용현고개,장애인,4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,
512,인하대후문 - 인하대후문,202309.0,7.0,제물포역(동양빌딩),장애인,7,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,,,,,
512,인하대후문 - 인하대후문,202310.0,8.0,남중학교,장애인,30,0,0,0,0,0,1,1,2,2,1,2,6,6,0,2,4,1,1,1,,,,,
512,인하대후문 - 인하대후문,202311.0,2.0,용현고개,장애인,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,
512,인하대후문 - 인하대후문,202312.0,19.0,제물포역,장애인,8,0,0,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,,,,,
512,인하대후문 - 인하대후문,202301.0,8.0,남중학교,청소년,131,0,0,0,0,0,1,2,10,19,5,15,16,10,7,16,12,10,4,4,,,,,
512,인하대후문 - 인하대후문,202302.0,19.0,제물포역,청소년,61,0,0,0,0,1,0,1,3,3,11,5,4,11,2,4,10,1,2,3,,,,,
512,인하대후문 - 인하대후문,202303.0,8.0,남중학교,청소년,356,0,0,0,0,0,3,1,8,5,11,68,95,55,30,25,18,26,5,6,,,,,
512,인하대후문 - 인하대후문,202304.0,8.0,남중학교,청소년,350,0,1,0,1,1,3,8,6,9,4,67,79,66,30,22,24,17,8,4,,,,,
512,인하대후문 - 인하대후문,202305.0,8.0,남중학교,청소년,313,0,0,0,0,1,4,2,5,3,6,53,74,64,17,28,20,21,12,3,,,,,
512,인하대후문 - 인하대후문,202306.0,19.0,제물포역,청소년,120,0,0,0,1,2,1,2,4,6,1,17,17,19,9,10,9,12,6,4,,,,,
512,인하대후문 - 인하대후문,202307.0,8.0,남중학교,청소년,301,0,0,0,0,3,6,4,9,14,13,57,66,43,21,16,16,23,8,2,,,,,
512,인하대후문 - 인하대후문,202308.0,3.0,용현시장,청소년,115,0,0,38,5,5,2,5,7,3,2,8,13,7,9,2,4,3,0,2,,,,,
512,인하대후문 - 인하대후문,202309.0,8.0,남중학교,청소년,318,0,0,0,0,2,2,4,3,6,3,58,78,52,18,43,23,12,6,8,,,,,
512,인하대후문 - 인하대후문,202310.0,8.0,남중학교,청소년,301,0,0,0,0,5,5,5,5,6,3,54,78,51,21,39,20,3,2,4,,,,,
512,인하대후문 - 인하대후문,202311.0,19.0,제물포역,청소년,124,0,1,13,3,3,1,3,4,9,4,18,13,15,7,13,7,4,4,2,,,,,
512,인하대후문 - 인하대후문,202312.0,8.0,남중학교,청소년,274,0,0,1,0,0,1,9,6,14,10,54,61,37,26,31,14,2,7,1,,,,,
515,인천지방법원 - 인천지방법원,202301.0,13.0,문학초등학교,경로,346,9,9,3,23,58,44,36,47,40,26,20,8,9,1,1,1,0,5,6,0.0,,,,
515,인천지방법원 - 인천지방법원,202302.0,13.0,문학초등학교,경로,307,4,6,8,28,44,34,38,35,41,22,17,8,3,1,1,2,0,7,8,0.0,,,,
515,인천지방법원 - 인천지방법원,202303.0,13.0,문학초등학교,경로,367,3,4,8,31,52,44,39,48,48,29,16,8,3,6,4,0,0,6,18,0.0,,,,
515,인천지방법원 - 인천지방법원,202304.0,13.0,문학초등학교,경로,368,6,9,10,39,51,49,52,42,27,21,15,5,12,8,1,1,1,8,11,0.0,,,,
515,인천지방법원 - 인천지방법원,202305.0,13.0,문학초등학교,경로,395,6,11,18,39,56,56,47,39,23,32,19,10,3,4,8,2,2,5,15,0.0,,,,
515,인천지방법원 - 인천지방법원,202306.0,34.0,주안역,경로,965,1,8,15,53,66,51,55,51,49,88,92,109,74,51,76,46,28,24,22,6.0,,,,
515,인천지방법원 - 인천지방법원,202307.0,34.0,주안역,경로,855,1,5,11,33,39,46,41,56,68,72,69,105,90,53,78,34,17,14,18,5.0,,,,
515,인천지방법원 - 인천지방법원,202308.0,13.0,문학초등학교,경로,375,26,8,11,35,64,52,36,32,34,20,18,9,6,3,3,1,0,2,15,0.0,,,,
515,인천지방법원 - 인천지방법원,202309.0,13.0,문학초등학교,경로,428,17,10,10,47,55,64,36,46,24,32,21,11,12,14,6,0,1,5,17,0.0,,,,
515,인천지방법원 - 인천지방법원,202310.0,13.0,문학초등학교,경로,409,7,8,23,37,45,64,38,37,44,26,26,10,6,7,2,3,3,12,11,0.0,,,,
515,인천지방법원 - 인천지방법원,202311.0,13.0,문학초등학교,경로,399,1,19,32,46,55,55,38,34,28,34,17,6,2,4,1,6,1,10,10,0.0,,,,
515,인천지방법원 - 인천지방법원,202312.0,40.0,신기.남부종합시장(진흥사거리),경로,996,1,2,6,6,18,66,111,142,132,112,127,79,72,45,34,22,7,8,6,0.0,,,,
515,인천지방법원 - 인천지방법원,202301.0,13.0,문학초등학교,국가유공자,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202302.0,13.0,문학초등학교,국가유공자,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202303.0,1.0,학익시장앞,국가유공자,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.0,,,,
515,인천지방법원 - 인천지방법원,202304.0,8.0,학익사거리(동아풍림아파트),국가유공자,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202305.0,36.0,(구)시민회관사거리,국가유공자,26,0,0,0,1,0,1,5,3,1,2,2,3,1,3,0,0,1,2,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202306.0,31.0,주안역,국가유공자,12,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,0,0,0,2,1.0,,,,
515,인천지방법원 - 인천지방법원,202307.0,8.0,학익사거리(동아풍림아파트),국가유공자,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202308.0,8.0,학익사거리(동아풍림아파트),국가유공자,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202309.0,8.0,학익사거리(동아풍림아파트),국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202310.0,9.0,학익시장(법원검찰청),국가유공자,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.0,,,,
515,인천지방법원 - 인천지방법원,202311.0,1.0,학익시장앞,국가유공자,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0.0,,,,
515,인천지방법원 - 인천지방법원,202312.0,13.0,문학초등학교,국가유공자,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,,,,
515,인천지방법원 - 인천지방법원,202301.0,36.0,(구)시민회관사거리,어린이,48,0,0,0,0,0,0,4,2,0,10,3,3,3,0,2,0,1,3,7,10.0,,,,
515,인천지방법원 - 인천지방법원,202302.0,36.0,(구)시민회관사거리,어린이,76,0,0,0,0,6,2,6,7,2,6,2,3,5,4,3,0,4,0,9,17.0,,,,
515,인천지방법원 - 인천지방법원,202303.0,36.0,(구)시민회관사거리,어린이,284,0,0,139,87,2,1,1,3,2,0,1,4,7,4,4,0,2,5,17,5.0,,,,
515,인천지방법원 - 인천지방법원,202304.0,36.0,(구)시민회관사거리,어린이,292,0,0,93,130,2,3,4,5,0,6,6,4,4,3,4,2,0,7,12,7.0,,,,
515,인천지방법원 - 인천지방법원,202305.0,36.0,(구)시민회관사거리,어린이,230,0,1,102,73,3,2,1,1,4,3,3,4,5,2,1,0,1,5,9,10.0,,,,
515,인천지방법원 - 인천지방법원,202306.0,36.0,(구)시민회관사거리,어린이,189,0,3,64,60,3,1,2,3,2,4,4,3,1,3,4,8,0,0,8,16.0,,,,
515,인천지방법원 - 인천지방법원,202307.0,36.0,(구)시민회관사거리,어린이,179,0,0,67,36,4,2,2,4,2,9,6,8,6,2,6,2,3,0,5,15.0,,,,
515,인천지방법원 - 인천지방법원,202308.0,16.0,문학경기장(야구장),어린이,36,0,0,0,0,0,0,0,1,1,1,18,0,0,2,0,2,5,2,4,0.0,,,,
515,인천지방법원 - 인천지방법원,202309.0,36.0,(구)시민회관사거리,어린이,138,0,0,57,19,2,1,3,3,2,7,2,2,4,5,5,2,0,0,4,20.0,,,,
515,인천지방법원 - 인천지방법원,202310.0,36.0,(구)시민회관사거리,어린이,149,0,0,50,26,0,3,4,1,0,5,6,3,10,3,6,3,1,1,8,19.0,,,,
515,인천지방법원 - 인천지방법원,202311.0,36.0,(구)시민회관사거리,어린이,97,0,0,17,12,1,3,1,1,0,5,4,10,8,3,4,2,0,1,11,14.0,,,,
515,인천지방법원 - 인천지방법원,202312.0,36.0,(구)시민회관사거리,어린이,81,0,0,4,6,4,1,2,3,0,4,9,6,4,6,4,1,1,0,9,17.0,,,,
515,인천지방법원 - 인천지방법원,202301.0,34.0,주안역,일반인,12730,57,275,226,391,343,340,406,483,523,645,697,883,997,1199,1440,1090,1000,919,572,244.0,,,,
515,인천지방법원 - 인천지방법원,202302.0,34.0,주안역,일반인,12933,80,298,225,420,369,332,411,540,509,613,742,883,1052,1255,1525,1103,974,881,502,219.0,,,,
515,인천지방법원 - 인천지방법원,202303.0,34.0,주안역,일반인,14277,96,295,250,469,448,385,455,529,546,653,776,1112,1180,1279,1762,1210,995,958,609,270.0,,,,
515,인천지방법원 - 인천지방법원,202304.0,34.0,주안역,일반인,13407,79,191,270,418,392,390,427,500,547,612,722,977,1198,1388,1454,1131,1030,826,611,244.0,,,,
515,인천지방법원 - 인천지방법원,202305.0,34.0,주안역,일반인,13952,65,188,250,526,421,405,437,530,588,625,805,998,1207,1397,1463,1173,1150,831,634,259.0,,,,
515,인천지방법원 - 인천지방법원,202306.0,34.0,주안역,일반인,12898,85,185,247,418,379,328,426,477,509,620,761,861,997,1345,1447,1125,1025,809,658,196.0,,,,
515,인천지방법원 - 인천지방법원,202307.0,34.0,주안역,일반인,13302,60,202,233,403,416,399,473,515,548,567,748,950,1043,1353,1462,1190,1137,809,582,212.0,,,,
515,인천지방법원 - 인천지방법원,202308.0,34.0,주안역,일반인,13387,82,156,284,413,432,412,432,523,537,578,757,953,1042,1455,1502,1146,1100,805,597,181.0,,,,
515,인천지방법원 - 인천지방법원,202309.0,34.0,주안역,일반인,13321,82,149,271,434,418,432,409,544,522,695,779,926,1071,1350,1421,1188,1027,734,601,268.0,,,,
515,인천지방법원 - 인천지방법원,202310.0,34.0,주안역,일반인,14627,73,148,250,391,421,447,448,560,590,749,890,1012,1253,1408,1713,1372,1168,845,640,249.0,,,,
515,인천지방법원 - 인천지방법원,202311.0,34.0,주안역,일반인,14013,46,181,234,446,423,439,472,474,554,649,773,1047,1247,1600,1603,1148,1041,824,604,208.0,,,,
515,인천지방법원 - 인천지방법원,202312.0,34.0,주안역,일반인,13840,58,190,287,338,404,452,402,552,522,664,808,948,1163,1306,1507,1185,1195,940,669,250.0,,,,
515,인천지방법원 - 인천지방법원,202301.0,34.0,주안역,장애인,181,4,2,7,11,6,4,3,11,9,19,9,15,10,10,13,7,27,12,2,0.0,,,,
515,인천지방법원 - 인천지방법원,202302.0,38.0,남광로얄아파트,장애인,38,0,0,0,0,0,1,1,1,7,5,10,6,0,1,1,1,0,1,3,0.0,,,,
515,인천지방법원 - 인천지방법원,202303.0,34.0,주안역,장애인,193,4,1,1,2,12,9,4,10,8,14,26,14,12,7,22,10,17,13,6,1.0,,,,
515,인천지방법원 - 인천지방법원,202304.0,34.0,주안역,장애인,201,8,2,2,9,7,7,4,9,11,12,16,9,17,17,20,7,28,11,4,1.0,,,,
515,인천지방법원 - 인천지방법원,202305.0,34.0,주안역,장애인,200,7,1,1,5,12,8,4,14,14,11,11,10,20,8,24,10,22,11,7,0.0,,,,
515,인천지방법원 - 인천지방법원,202306.0,34.0,주안역,장애인,177,0,0,6,4,2,2,5,9,21,15,13,12,21,8,12,10,28,5,3,1.0,,,,
515,인천지방법원 - 인천지방법원,202307.0,34.0,주안역,장애인,204,6,0,0,11,5,8,10,11,14,16,13,19,22,12,15,7,23,8,3,1.0,,,,
515,인천지방법원 - 인천지방법원,202308.0,40.0,신기.남부종합시장(진흥사거리),장애인,153,0,0,0,17,2,12,10,25,10,17,17,20,7,4,4,5,1,0,2,0.0,,,,
515,인천지방법원 - 인천지방법원,202309.0,34.0,주안역,장애인,178,4,0,11,8,5,4,5,11,9,16,15,14,12,18,15,2,19,7,2,1.0,,,,
515,인천지방법원 - 인천지방법원,202310.0,34.0,주안역,장애인,228,7,0,15,19,12,6,5,17,9,12,9,12,18,16,14,13,27,13,4,0.0,,,,
515,인천지방법원 - 인천지방법원,202311.0,34.0,주안역,장애인,195,2,3,7,29,4,9,7,8,16,11,14,19,16,9,11,3,15,8,4,0.0,,,,
515,인천지방법원 - 인천지방법원,202312.0,34.0,주안역,장애인,201,6,5,9,16,8,9,5,17,18,7,11,13,15,13,10,9,14,11,2,3.0,,,,
515,인천지방법원 - 인천지방법원,202301.0,34.0,주안역,청소년,719,1,0,10,10,5,6,17,18,37,56,58,62,56,59,69,74,86,43,29,23.0,,,,
515,인천지방법원 - 인천지방법원,202302.0,34.0,주안역,청소년,789,2,4,13,10,6,8,12,33,39,56,58,62,78,70,61,97,69,54,43,14.0,,,,
515,인천지방법원 - 인천지방법원,202303.0,34.0,주안역,청소년,1195,1,1,105,67,1,4,11,34,37,27,56,168,217,91,97,96,79,54,37,12.0,,,,
515,인천지방법원 - 인천지방법원,202304.0,8.0,학익사거리(동아풍림아파트),청소년,908,0,1,29,37,1,11,7,18,16,11,311,78,143,32,62,38,18,58,37,0.0,,,,
515,인천지방법원 - 인천지방법원,202305.0,34.0,주안역,청소년,1314,0,1,92,86,2,10,7,20,38,49,74,181,236,111,97,110,81,61,44,14.0,,,,
515,인천지방법원 - 인천지방법원,202306.0,8.0,학익사거리(동아풍림아파트),청소년,969,0,0,31,37,9,6,4,10,22,16,305,88,191,37,53,33,32,46,49,0.0,,,,
515,인천지방법원 - 인천지방법원,202307.0,34.0,주안역,청소년,1058,0,5,88,36,5,7,19,21,56,67,49,125,122,76,90,81,91,68,39,13.0,,,,
515,인천지방법원 - 인천지방법원,202308.0,34.0,주안역,청소년,906,1,1,67,44,7,8,16,25,25,31,62,85,117,62,74,81,76,80,36,8.0,,,,
515,인천지방법원 - 인천지방법원,202309.0,34.0,주안역,청소년,1078,3,9,132,39,4,9,8,19,23,22,43,123,154,109,95,95,78,64,40,9.0,,,,
515,인천지방법원 - 인천지방법원,202310.0,34.0,주안역,청소년,1122,0,3,99,45,4,17,17,14,26,21,49,105,145,103,142,118,81,87,39,7.0,,,,
515,인천지방법원 - 인천지방법원,202311.0,5.0,인하대역(1번출구),청소년,555,1,0,3,28,9,16,5,7,12,38,31,70,86,32,62,53,38,34,30,0.0,,,,
515,인천지방법원 - 인천지방법원,202312.0,34.0,주안역,청소년,1168,0,3,109,41,8,9,19,29,27,44,61,98,119,81,122,118,137,91,44,8.0,,,,
516,현광아파트후문 - 현광아파트후문앞,202301.0,28.0,주안역환승정류장,경로,801,21,5,21,33,47,75,55,59,69,61,74,91,58,30,19,20,33,19,6,5.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202302.0,28.0,주안역환승정류장,경로,787,19,5,18,53,42,64,57,53,63,59,86,107,24,40,13,12,31,28,11,2.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202303.0,28.0,주안역환승정류장,경로,960,39,9,16,47,55,68,67,72,57,80,105,114,67,33,30,25,46,23,6,1.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202304.0,6.0,인하대역(7번출구),경로,337,0,1,2,32,38,34,25,27,22,39,23,33,18,3,11,9,6,9,4,1.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202305.0,28.0,주안역환승정류장,경로,979,15,1,29,49,58,50,73,81,91,91,101,129,60,32,17,19,44,28,5,6.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202306.0,28.0,주안역환승정류장,경로,861,4,9,29,34,33,42,62,75,67,86,86,96,64,29,35,23,45,22,10,10.0,0.0,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202307.0,28.0,주안역환승정류장,경로,857,7,8,34,33,47,45,70,86,76,79,59,104,56,33,26,13,42,23,7,9.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202308.0,28.0,주안역환승정류장,경로,893,4,3,31,33,63,58,80,78,76,58,103,84,59,43,17,24,30,34,8,7.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202309.0,28.0,주안역환승정류장,경로,905,2,11,22,31,63,60,65,102,64,92,76,98,82,38,21,11,31,21,12,3.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202310.0,28.0,주안역환승정류장,경로,862,2,36,26,32,50,58,57,65,74,68,87,112,59,45,28,14,21,16,9,3.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202311.0,28.0,주안역환승정류장,경로,866,2,6,31,41,56,52,65,73,57,72,91,118,70,48,25,20,24,10,4,1.0,,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202312.0,6.0,인하대역(7번출구),경로,334,0,1,5,6,22,19,45,24,27,33,40,46,15,12,7,8,10,9,5,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202301.0,1.0,현광아파트,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202302.0,4.0,학익동성당앞,국가유공자,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202303.0,28.0,주안역환승정류장,국가유공자,36,0,0,0,0,4,2,0,1,2,4,7,6,2,3,3,0,1,0,1,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202304.0,28.0,주안역환승정류장,국가유공자,41,0,0,0,0,1,0,1,2,4,4,5,6,2,9,1,2,0,0,2,2.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202305.0,28.0,주안역환승정류장,국가유공자,29,0,0,0,0,2,4,2,4,1,4,3,0,1,0,2,1,0,2,2,1.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202306.0,28.0,주안역환승정류장,국가유공자,33,0,0,0,0,5,0,4,5,3,3,2,3,2,4,0,0,0,1,1,0.0,0.0,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202307.0,0.0,현광아파트후문,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202308.0,35.0,(구)시민회관사거리,국가유공자,16,0,0,0,0,0,1,2,1,1,1,5,2,0,2,0,0,0,0,1,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202309.0,35.0,(구)시민회관사거리,국가유공자,17,0,0,0,1,0,0,2,0,0,2,6,1,2,0,0,0,1,1,1,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202310.0,56.0,미추홀서사거리,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202311.0,15.0,인천준법지원센터.미추홀트루엘파크,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202312.0,1.0,현광아파트,국가유공자,4,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202301.0,28.0,주안역환승정류장,어린이,48,0,0,0,0,1,2,1,2,1,5,7,5,9,2,8,1,0,0,4,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202302.0,28.0,주안역환승정류장,어린이,66,0,0,0,0,0,3,3,2,6,6,5,5,8,12,7,2,3,1,3,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202303.0,50.0,동아풍림아파트,어린이,52,0,0,0,0,0,0,0,2,13,4,11,13,4,2,2,0,0,0,1,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202304.0,28.0,주안역환승정류장,어린이,49,0,0,0,1,0,0,1,2,3,5,5,2,10,7,6,2,2,0,3,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202305.0,6.0,인하대역(7번출구),어린이,91,0,0,0,4,1,2,1,5,3,11,2,13,16,7,7,3,3,7,6,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202306.0,24.0,로얄아파트,어린이,29,0,0,5,0,2,4,1,2,2,3,1,2,0,2,3,1,0,0,1,0.0,0.0,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202307.0,28.0,주안역환승정류장,어린이,71,0,0,0,0,0,4,1,6,2,6,11,12,5,14,4,0,1,1,3,1.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202308.0,29.0,주안역,어린이,25,0,0,0,0,0,0,3,0,1,3,1,2,2,4,5,2,0,0,2,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202309.0,28.0,주안역환승정류장,어린이,44,0,0,0,0,0,1,1,1,3,5,8,4,6,7,3,2,1,0,2,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202310.0,0.0,현광아파트후문,어린이,6,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202311.0,24.0,로얄아파트,어린이,26,0,0,4,0,0,3,0,2,2,3,1,1,3,3,1,1,0,1,1,0.0,,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202312.0,6.0,인하대역(7번출구),어린이,125,0,0,2,1,0,3,2,2,6,7,12,36,16,11,1,15,8,1,2,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202301.0,28.0,주안역환승정류장,일반인,8274,57,174,240,416,319,298,322,360,487,483,488,491,526,638,534,459,497,602,469,414.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202302.0,28.0,주안역환승정류장,일반인,8682,55,191,248,453,299,308,325,356,448,526,493,624,523,763,557,477,520,620,434,462.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202303.0,28.0,주안역환승정류장,일반인,10458,69,167,311,518,331,376,364,415,544,619,607,775,724,922,687,577,692,632,612,516.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202304.0,28.0,주안역환승정류장,일반인,10083,74,144,256,534,386,318,348,418,559,627,511,749,616,908,666,587,609,655,577,541.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202305.0,28.0,주안역환승정류장,일반인,10063,79,172,313,523,370,323,363,471,524,623,549,766,668,889,686,546,526,563,561,548.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202306.0,28.0,주안역환승정류장,일반인,9907,72,177,293,465,308,329,366,446,524,594,675,745,710,832,621,457,586,605,539,563.0,0.0,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202307.0,28.0,주안역환승정류장,일반인,10020,72,134,311,574,373,298,384,476,484,553,556,732,755,791,715,450,539,643,650,530.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202308.0,28.0,주안역환승정류장,일반인,9775,50,179,248,543,457,367,396,439,514,476,561,575,613,948,728,507,509,633,529,503.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202309.0,28.0,주안역환승정류장,일반인,9961,57,155,250,574,425,365,407,498,507,558,511,758,675,960,658,435,512,643,534,479.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202310.0,28.0,주안역환승정류장,일반인,9420,61,121,269,522,320,325,383,477,522,560,593,691,592,921,639,454,467,611,471,421.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202311.0,28.0,주안역환승정류장,일반인,10101,40,165,238,550,312,334,402,511,594,547,487,771,685,996,718,465,593,621,630,442.0,,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202312.0,28.0,주안역환승정류장,일반인,10358,14,142,252,499,360,294,405,476,568,532,628,789,741,799,714,497,568,744,715,621.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202301.0,30.0,석암초등학교앞,장애인,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202302.0,30.0,석암초등학교앞,장애인,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202303.0,30.0,석암초등학교앞,장애인,17,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202304.0,30.0,석암초등학교앞,장애인,17,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,12,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202305.0,30.0,석암초등학교앞,장애인,9,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,5,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202306.0,30.0,석암초등학교앞,장애인,14,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,8,0.0,0.0,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202307.0,30.0,석암초등학교앞,장애인,24,0,1,0,0,1,1,1,0,1,4,0,0,1,0,0,1,0,1,12,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202308.0,30.0,석암초등학교앞,장애인,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202309.0,30.0,석암초등학교앞,장애인,10,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202310.0,30.0,석암초등학교앞,장애인,15,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,1,8,0.0,0.0,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202311.0,30.0,석암초등학교앞,장애인,12,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,8,0.0,,0.0,,0.0
516,현광아파트후문 - 현광아파트후문앞,202312.0,30.0,석암초등학교앞,장애인,10,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,0.0,,0.0,,
516,현광아파트후문 - 현광아파트후문앞,202301.0,10.0,풍림아이원아파트,청소년,608,1,0,8,24,17,54,20,41,70,33,74,56,20,22,36,30,32,29,41,0.0,,0.0,,
