정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-11,일반인,0,0,10,10,80,27,205,72,300,180,241,117,181,168,211,86,352,110,257,140,324,85,566,142,495,127,508,173,382,163,212,148,97,60,106,153,74,139,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-11,어린이,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,2,0,2,1,2,0,3,6,5,6,0,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-11,청소년,0,0,0,0,3,0,7,49,14,103,13,4,15,3,20,2,25,8,18,6,33,3,41,5,61,36,47,40,22,10,17,12,19,19,11,4,10,20,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-11,경로,0,0,0,0,0,0,1,0,3,2,10,1,6,2,2,2,5,3,1,3,3,3,5,3,3,4,0,9,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-11,장애인,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-11,국가유공자,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-11,일반인,0,0,56,8,45,0,37,4,164,4,110,9,75,10,97,4,130,5,46,10,71,9,126,16,197,14,105,23,104,18,61,8,55,5,26,4,31,8,19,5,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-11,어린이,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,9,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-11,청소년,0,0,0,0,0,0,60,0,37,0,2,0,4,0,18,0,20,1,10,1,11,3,59,0,59,2,111,5,31,7,12,6,22,3,14,1,9,2,9,1,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-11,경로,0,0,0,0,0,0,0,0,0,3,0,5,12,0,5,1,7,0,2,0,1,0,8,1,7,0,1,0,1,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-11,장애인,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,517,기점(미정차) - 신창아파트,2023-11,일반인,0,0,0,0,1,18,0,36,2,84,17,80,7,92,5,47,3,31,3,77,7,65,5,49,1,53,2,76,5,148,1,92,5,60,1,59,2,54,0,20,0,1,0,0,0,0,0,0,
장미아파트,37092,517,기점(미정차) - 신창아파트,2023-11,어린이,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,0,8,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,517,기점(미정차) - 신창아파트,2023-11,청소년,0,0,0,0,0,0,0,9,0,17,0,6,0,2,1,1,0,5,1,8,0,2,0,4,0,15,0,17,0,8,3,5,1,3,0,11,0,1,0,2,0,0,0,0,0,0,0,0,
장미아파트,37092,517,기점(미정차) - 신창아파트,2023-11,경로,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,3,0,1,0,1,0,11,0,3,0,1,0,4,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,517,기점(미정차) - 신창아파트,2023-11,장애인,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,517,기점(미정차) - 신창아파트,2023-11,국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,519,기점(미정차) - 신창아파트,2023-11,일반인,0,0,0,0,0,6,0,39,1,52,4,78,7,74,8,61,12,58,1,77,3,42,5,68,3,94,4,83,2,136,0,79,3,66,1,42,0,44,1,31,0,0,0,0,0,0,0,0,
