정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),Unnamed: 54
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-01,일반인,0,0,16,6,67,12,131,22,272,69,188,40,128,49,168,50,141,76,165,60,169,79,159,105,198,110,120,128,130,180,87,153,39,65,30,80,60,122,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-01,어린이,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,5,1,4,4,5,3,2,4,2,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-01,청소년,0,0,0,0,1,0,2,4,2,4,1,3,24,15,27,2,26,10,35,6,21,8,25,12,19,11,15,14,17,10,8,11,8,3,5,6,3,17,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-01,경로,0,0,0,0,0,6,1,0,3,0,3,2,6,0,4,1,1,1,4,4,2,1,2,2,4,1,2,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-01,장애인,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,2,0,1,2,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,111-2,동춘동차고지 - 동춘동차고지,2023-01,국가유공자,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-01,일반인,0,0,37,24,50,2,56,3,133,7,85,7,46,6,57,9,66,11,55,6,66,10,78,13,57,18,71,8,69,20,41,7,19,13,33,9,30,9,37,4,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-01,어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,6,0,5,0,2,0,5,0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-01,청소년,0,0,1,0,0,0,4,0,4,0,3,1,6,0,6,1,16,2,27,1,41,0,13,0,23,1,16,1,23,4,10,2,8,0,11,1,16,0,13,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-01,경로,0,0,0,0,0,0,3,0,1,0,2,0,1,0,4,1,5,0,2,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
장미아파트,37092,515,인천지방법원 - 인천지방법원,2023-01,장애인,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
